,Country,Year,MRDT_Female,MRDT_Male,MRDT_Total
3055,ISL,2012,7.825263852157311,9.195953401223328,7.957353079654221
3056,ISL,2013,7.792365379438923,8.976726034500055,8.00188238757571
3057,ISL,2014,8.868227992933502,8.14159565271666,7.788864851050764
3058,ISL,2015,7.630000514685248,9.510744811639004,8.158595624763729
3059,ISL,2016,7.762074189645278,9.82805119507931,8.217519214886964
3060,ISL,2017,8.863965376713635,10.061014915803385,9.219260604223532
3061,ISL,2018,9.88267941580983,9.93455287323443,9.34902181642889
3062,ISL,2019,9.13785951533478,8.815052777252149,8.512840548044352
3063,ISL,2020,9.74005580075955,9.722926771709828,9.128620041130775
3064,ISL,2021,8.78253116733657,8.922955784239717,8.208726873564144
3065,ISL,2022,8.432307843929427,9.223772999837946,9.04567359487417
3066,ISR,1983,6.678296311420706,7.152299619210383,6.99919380420166
3067,ISR,1984,6.596847354537285,6.9505627006233,6.867975259484842
3068,ISR,1985,6.418305666739111,6.9482966388200085,6.806698112192149
3069,ISR,1986,6.542869994330826,6.777726605330516,6.72690929003465
3070,ISR,1987,6.528735979718235,6.820719921952122,6.7689213547278335
3071,ISR,1988,6.767250269500553,7.399588479167786,7.224224688981295
3072,ISR,1989,6.805108842772455,6.958650120511566,6.9384050310021586
3073,ISR,1990,6.8349451664877,7.052224436533099,7.059014875256398
3074,ISR,1991,6.872702445321354,6.883720412230871,6.941040721201181
3075,ISR,1992,6.70010437704077,6.977735771188353,6.919303820300038
3076,ISR,1993,6.936866779973666,7.243416072403809,7.176935268820129
3077,ISR,1994,6.516655675922167,7.364884757975296,7.096139571270546
3078,ISR,1995,6.790384909105723,7.467208295105617,7.275494925530795
3079,ISR,1996,7.021603682141057,7.512353533957502,7.391362312633258
3080,ISR,1997,7.024357811502892,7.5685406587239425,7.416096402309959
3081,ISR,1998,6.976941742162509,7.472479118603996,7.359485517306534
3082,ISR,1999,7.271618720942592,7.500296713218767,7.487992490969358
3083,ISR,2000,7.027458056370658,7.958339679168348,7.672492210733934
3084,ISR,2001,7.099559342413769,7.932639352105451,7.700515925354021
3085,ISR,2002,7.074461850535129,8.093520728943721,7.776089393277685
3086,ISR,2003,7.268472361252603,7.757446720722032,7.635606668737281
3087,ISR,2004,7.21408698234197,7.793674823958922,7.645048242096863
3088,ISR,2005,7.181612652993066,7.74652163754851,7.6050461356230725
3089,ISR,2006,7.323346061921351,7.751006349065061,7.651417050624261
3090,ISR,2007,7.116413721543721,7.632265430606667,7.526174906116477
3091,ISR,2008,7.1775466524938265,7.770284772151373,7.611408971765424
3092,ISR,2009,7.121033371058954,7.754736757928865,7.63110181635492
3093,ISR,2010,7.219812219202553,7.937785945125519,7.737756426697145
3094,ISR,2011,7.291537251960103,7.218810756911362,7.302523088939887
3095,ISR,2012,7.392521006989776,7.215359252037346,7.328032042558976
3096,ISR,2013,7.130093594427571,7.4607006647865965,7.400177885130448
3097,ISR,2014,7.4999555287875435,7.512011070449407,7.569278761970873
3098,ISR,2015,7.0781910420116985,7.332041070748651,7.287704582654305
3099,ISR,2016,7.52558891095029,7.437219005759693,7.53834548693527
3100,ITA,1872,14.290754252246623,14.270377852793322,14.293745292300622
3101,ITA,1873,13.271785242046857,13.097847539306214,13.19927766388877
3102,ITA,1874,13.100646392914317,12.723478229687323,12.92540649485575
3103,ITA,1875,13.687914829459679,13.235928682157105,13.488398096916045
3104,ITA,1876,14.26003755362465,13.559209456557085,13.920867194938799
