Australia,  Exposures (Lexis triangle)	Last modified: 29 Nov 2022;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1950   40      1910    28318.11    30646.04    58964.15
 1950   40      1909    27067.48    29216.06    56283.53
 1950   41      1909    27341.97    29873.67    57215.63
 1950   41      1908    26639.07    28463.15    55102.22
 1950   42      1908    26915.17    29099.22    56014.39
 1950   42      1907    26042.33    27985.06    54027.39
 1950   43      1907    26297.67    28524.39    54822.06
 1950   43      1906    24889.39    27533.96    52423.35
 1950   44      1906    25119.19    27999.97    53119.16
 1950   44      1905    24288.05    27058.18    51346.23
 1950   45      1905    24442.34    27454.96    51897.29
 1950   45      1904    23416.35    25957.21    49373.56
 1950   46      1904    23573.05    26208.32    49781.37
 1950   46      1903    22833.80    24853.43    47687.23
 1950   47      1903    22942.01    25053.65    47995.66
 1950   47      1902    22907.90    24425.36    47333.26
 1950   48      1902    22993.08    24529.04    47522.12
 1950   48      1901    22982.12    24223.11    47205.23
 1950   49      1901    23047.45    24331.58    47379.03
 1950   49      1900    23201.70    24095.00    47296.70
 1950   50      1900    23248.87    24164.09    47412.96
 1950   50      1899    22557.25    22970.75    45528.00
 1950   51      1899    22626.56    22967.41    45593.97
 1950   51      1898    21855.18    21891.23    43746.41
 1950   52      1898    21899.81    21811.98    43711.79
 1950   52      1897    21850.20    21192.22    43042.42
 1950   53      1897    21852.65    21196.28    43048.93
 1950   53      1896    21723.71    20657.88    42381.59
 1950   54      1896    21704.64    20570.96    42275.60
 1950   54      1895    21521.07    20353.50    41874.57
 1950   55      1895    21481.66    20247.50    41729.16
 1950   55      1894    21319.83    20004.06    41323.90
 1950   56      1894    21256.78    19876.28    41133.06
 1950   56      1893    21143.25    19896.28    41039.53
 1950   57      1893    21109.39    19681.38    40790.76
 1950   57      1892    21140.15    19915.83    41055.98
 1950   58      1892    21037.88    19737.60    40775.48
 1950   58      1891    20690.08    19761.49    40451.57
 1950   59      1891    20593.58    19594.04    40187.62
 1950   59      1890    19912.28    19457.24    39369.52
 1950   60      1890    19821.85    19247.88    39069.72
 1950   60      1889    19382.82    19053.61    38436.43
 1950   61      1889    19268.41    18799.84    38068.25
 1950   61      1888    18834.40    18204.57    37038.98
 1950   62      1888    18674.71    17984.13    36658.84
 1950   62      1887    17981.41    17098.42    35079.83
 1950   63      1887    17806.05    16791.83    34597.88
 1950   63      1886    17026.20    16139.22    33165.42
 1950   64      1886    16853.52    15837.39    32690.91
 1950   64      1885    16350.67    15292.25    31642.92
 1950   65      1885    16158.58    14948.54    31107.12
 1950   65      1884    15397.60    14356.27    29753.87
 1950   66      1884    15211.33    13986.75    29198.08
 1950   66      1883    14222.78    13146.75    27369.54
 1950   67      1883    14008.36    12835.80    26844.16
 1950   67      1882    13421.66    12220.18    25641.84
 1950   68      1882    13190.16    11843.84    25034.00
 1950   68      1881    12960.57    11655.56    24616.13
 1950   69      1881    12692.70    11294.31    23987.02
 1950   69      1880    12532.96    10958.29    23491.25
 1950   70      1880    12294.96    10618.91    22913.87
 1950   70      1879    11633.35     9885.29    21518.64
 1950   71      1879    11367.38     9584.87    20952.25
 1950   71      1878    10514.41     8845.27    19359.67
 1950   72      1878    10299.93     8516.47    18816.40
 1950   72      1877     9579.94     8037.63    17617.56
 1950   73      1877     9299.62     7720.52    17020.14
 1950   73      1876     8776.82     7305.39    16082.21
 1950   74      1876     8504.27     6975.39    15479.66
 1950   74      1875     8097.41     6700.66    14798.07
 1950   75      1875     7854.63     6362.97    14217.59
 1950   75      1874     7444.77     6110.25    13555.01
 1950   76      1874     7157.58     5786.17    12943.74
 1950   76      1873     6741.88     5438.86    12180.74
 1950   77      1873     6474.46     5128.55    11603.01
 1950   77      1872     6126.11     4872.49    10998.60
 1950   78      1872     5857.84     4564.61    10422.45
 1950   78      1871     5665.60     4555.47    10221.08
 1950   79      1871     5374.64     4232.93     9607.57
 1950   79      1870     5273.04     4214.41     9487.45
 1950   80      1870     5261.05     3979.33     9240.37
 1950   80      1869     4890.88     3664.91     8555.80
 1950   81      1869     4581.29     3371.55     7952.84
 1950   81      1868     4297.73     3163.14     7460.87
 1950   82      1868     4005.91     2891.12     6897.03
 1950   82      1867     3722.24     2773.32     6495.56
 1950   83      1867     3431.32     2500.98     5932.30
 1950   83      1866     3068.30     2305.24     5373.54
 1950   84      1866     2796.31     2053.59     4849.90
 1950   84      1865     2635.01     1930.64     4565.66
 1950   85      1865     2366.93     1695.00     4061.93
 1950   85      1864     2238.45     1610.49     3848.95
 1950   86      1864     1981.13     1395.32     3376.45
 1950   86      1863     1810.95     1242.23     3053.18
 1950   87      1863     1588.19     1064.00     2652.19
 1950   87      1862     1452.96      975.25     2428.21
 1950   88      1862     1267.74      831.19     2098.92
 1950   88      1861     1145.90      756.71     1902.61
 1950   89      1861      991.20      636.51     1627.71
 1950   89      1860      883.10      569.99     1453.09
 1950   90      1860      756.02      476.01     1232.03
 1950   90      1859      628.68      392.73     1021.41
 1950   91      1859      528.25      329.53      857.78
 1950   91      1858      443.69      261.31      705.00
 1950   92      1858      368.06      214.86      582.91
 1950   92      1857      321.11      184.48      505.59
 1950   93      1857      263.48      149.72      413.20
 1950   93      1856      232.98      131.76      364.74
 1950   94      1856      187.83      105.61      293.44
 1950   94      1855      153.57       89.30      242.88
 1950   95      1855      120.04       70.02      190.06
 1950   95      1854       92.70       55.66      148.36
 1950   96      1854       70.94       43.22      114.16
 1950   96      1853       60.61       33.81       94.42
 1950   97      1853       44.68       25.22       69.89
 1950   97      1852       39.34       20.78       60.12
 1950   98      1852       26.69       14.80       41.49
 1950   98      1851       23.01       10.93       33.94
 1950   99      1851       14.08        7.15       21.23
 1950   99      1850       13.38        6.05       19.44
 1950   100     1850        8.72        3.90       12.62
 1950   100     1849        6.98        2.92        9.90
 1950   101     1849        4.59        1.50        6.09
 1950   101     1848        3.91        1.43        5.34
 1950   102     1848        2.51        0.61        3.12
 1950   102     1847        1.85        0.57        2.41
 1950   103     1847        1.05        0.10        1.15
 1950   103     1846        0.91        0.32        1.23
 1950   104     1846        0.47        0.06        0.52
 1950   104     1845        0.29        0.00        0.29
 1950   105     1845        0.05        0.00        0.05
 1950   105     1844        0.00        0.00        0.00
 1950   106     1844        0.00        0.00        0.00
 1950   106     1843        0.00        0.00        0.00
 1950   107     1843        0.00        0.00        0.00
 1950   107     1842        0.00        0.00        0.00
 1950   108     1842        0.00        0.00        0.00
 1950   108     1841        0.00        0.00        0.00
 1950   109     1841        0.00        0.00        0.00
 1950   109     1840        0.00        0.00        0.00
 1950   110+       .        0.00        0.00        0.00
 1951    0      1951    47018.20    49349.64    96367.84
 1951    0      1950    45663.67    47766.94    93430.61
 1951    1      1950    46052.32    48157.74    94210.06
 1951    1      1949    44267.03    46263.43    90530.46
 1951    2      1949    44872.71    46974.02    91846.73
 1951    2      1948    43589.07    45662.93    89252.00
 1951    3      1948    44282.05    46384.62    90666.67
 1951    3      1947    45830.66    48076.99    93907.65
 1951    4      1947    46567.81    48819.77    95387.58
 1951    4      1946    43210.95    45409.63    88620.58
 1951    5      1946    43821.21    46098.67    89919.88
 1951    5      1945    38646.55    40398.61    79045.16
 1951    6      1945    39154.92    40959.71    80114.62
 1951    6      1944    38252.84    39626.85    77879.69
 1951    7      1944    38735.19    40137.77    78872.96
 1951    7      1943    35268.67    36591.90    71860.57
 1951    8      1943    35699.03    37076.67    72775.70
 1951    8      1942    33122.18    34618.87    67741.05
 1951    9      1942    33550.43    35077.59    68628.01
 1951    9      1941    32309.99    33609.91    65919.90
 1951   10      1941    32689.11    34042.82    66731.93
 1951   10      1940    30379.91    31428.83    61808.74
 1951   11      1940    30709.67    31834.83    62544.50
 1951   11      1939    29649.01    30649.94    60298.95
 1951   12      1939    30003.34    31005.88    61009.22
 1951   12      1938    29277.65    30300.02    59577.68
 1951   13      1938    29582.06    30658.63    60240.69
 1951   13      1937    28749.72    29798.55    58548.27
 1951   14      1937    29079.46    30132.85    59212.31
 1951   14      1936    28004.42    28976.81    56981.23
 1951   15      1936    28284.15    29261.89    57546.04
 1951   15      1935    26902.22    27750.56    54652.78
 1951   16      1935    27156.12    28112.60    55268.72
 1951   16      1934    26300.89    27194.83    53495.72
 1951   17      1934    26531.07    27659.47    54190.54
 1951   17      1933    26295.75    27541.15    53836.90
 1951   18      1933    26552.10    28084.10    54636.20
 1951   18      1932    26696.67    28189.81    54886.48
 1951   19      1932    26927.48    28734.68    55662.16
 1951   19      1931    28286.07    29805.71    58091.78
 1951   20      1931    28592.76    30603.40    59196.16
 1951   20      1930    29970.80    31390.27    61361.07
 1951   21      1930    30353.23    32364.87    62718.11
 1951   21      1929    30470.84    32038.40    62509.25
 1951   22      1929    30853.20    33037.92    63891.11
 1951   22      1928    31268.33    33037.47    64305.81
 1951   23      1928    31727.34    34188.24    65915.59
 1951   23      1927    31822.00    33790.88    65612.89
 1951   24      1927    32305.30    35042.75    67348.05
 1951   24      1926    32344.41    34561.98    66906.39
 1951   25      1926    32877.05    35862.96    68740.01
 1951   25      1925    33195.37    35292.62    68487.99
 1951   26      1925    33855.56    36565.64    70421.20
 1951   26      1924    33200.03    35022.96    68222.99
 1951   27      1924    33836.00    36217.23    70053.23
 1951   27      1923    33243.95    34943.87    68187.82
 1951   28      1923    33904.60    36038.13    69942.72
 1951   28      1922    33647.60    35343.31    68990.91
 1951   29      1922    34283.56    36413.75    70697.31
 1951   29      1921    33770.81    35469.92    69240.73
 1951   30      1921    34382.15    36491.34    70873.49
 1951   30      1920    32632.47    34178.43    66810.89
 1951   31      1920    33195.53    35124.10    68319.64
 1951   31      1919    30502.29    31606.09    62108.38
 1951   32      1919    31016.43    32425.25    63441.68
 1951   32      1918    29793.54    30218.20    60011.74
 1951   33      1918    30209.32    30862.78    61072.09
 1951   33      1917    30413.97    30664.12    61078.10
 1951   34      1917    30807.52    31283.62    62091.14
 1951   34      1916    30867.15    31341.50    62208.65
 1951   35      1916    31284.46    31987.06    63271.52
 1951   35      1915    31687.08    32260.69    63947.77
 1951   36      1915    32104.45    33010.21    65114.66
 1951   36      1914    32343.57    33014.87    65358.45
 1951   37      1914    32762.89    33742.16    66505.05
 1951   37      1913    31448.16    32518.35    63966.50
 1951   38      1913    31819.20    33197.19    65016.40
 1951   38      1912    30367.95    31814.69    62182.64
 1951   39      1912    30691.61    32447.91    63139.52
 1951   39      1911    29345.35    31164.04    60509.39
 1951   40      1911    29669.25    31773.63    61442.87
 1951   40      1910    28292.67    30611.35    58904.02
 1951   41      1910    28516.25    31121.44    59637.69
 1951   41      1909    27318.85    29839.46    57158.31
 1951   42      1909    27542.74    30352.96    57895.70
 1951   42      1908    26887.92    29057.98    55945.90
 1951   43      1908    27091.05    29474.10    56565.15
 1951   43      1907    26266.04    28484.16    54750.20
 1951   44      1907    26444.84    28825.33    55270.17
 1951   44      1906    25091.65    27957.03    53048.68
 1951   45      1906    25220.37    28227.34    53447.70
 1951   45      1905    24411.69    27404.59    51816.28
 1951   46      1905    24518.65    27577.48    52096.13
 1951   46      1904    23539.66    26159.04    49698.69
 1951   47      1904    23599.82    26336.33    49936.15
 1951   47      1903    22906.73    25000.33    47907.06
 1951   48      1903    22943.41    25082.14    48025.55
 1951   48      1902    22956.05    24471.56    47427.61
 1951   49      1902    22995.34    24536.39    47531.73
 1951   49      1901    23004.67    24265.38    47270.05
 1951   50      1901    23024.29    24262.50    47286.78
 1951   50      1900    23199.57    24088.53    47288.10
 1951   51      1900    23225.08    24065.17    47290.25
 1951   51      1899    22580.63    22894.47    45475.10
 1951   52      1899    22580.20    22797.98    45378.18
 1951   52      1898    21851.24    21735.51    43586.75
 1951   53      1898    21849.80    21669.20    43519.00
 1951   53      1897    21800.17    21109.32    42909.48
 1951   54      1897    21783.93    21002.30    42786.23
 1951   54      1896    21642.55    20476.71    42119.26
 1951   55      1896    21602.01    20373.44    41975.44
 1951   55      1895    21423.60    20151.00    41574.60
 1951   56      1895    21360.55    20034.66    41395.21
 1951   56      1894    21190.96    19766.98    40957.95
 1951   57      1894    21135.19    19534.33    40669.52
 1951   57      1893    21039.53    19562.80    40602.33
 1951   58      1893    20912.38    19365.16    40277.54
 1951   58      1892    20961.93    19606.84    40568.77
 1951   59      1892    20865.42    19391.60    40257.02
 1951   59      1891    20512.52    19457.09    39969.62
 1951   60      1891    20421.19    19223.81    39645.00
 1951   60      1890    19733.95    19101.91    38835.86
 1951   61      1890    19619.78    18852.72    38472.50
 1951   61      1889    19184.74    18648.82    37833.56
 1951   62      1889    19025.45    18416.50    37441.95
 1951   62      1888    18577.27    17812.87    36390.13
 1951   63      1888    18434.12    17471.02    35905.15
 1951   63      1887    17697.34    16611.34    34308.68
 1951   64      1887    17532.76    16297.14    33829.89
 1951   64      1886    16749.47    15658.84    32408.31
 1951   65      1886    16540.60    15275.60    31816.20
 1951   65      1885    16037.45    14752.99    30790.44
 1951   66      1885    15856.95    14389.19    30246.13
 1951   66      1884    15099.12    13815.46    28914.58
 1951   67      1884    14865.19    13453.11    28318.30
 1951   67      1883    13893.75    12655.34    26549.09
 1951   68      1883    13639.93    12250.99    25890.92
 1951   68      1882    13064.91    11654.98    24719.90
 1951   69      1882    12791.94    11290.91    24082.85
 1951   69      1881    12558.67    11108.50    23667.17
 1951   70      1881    12320.76    10771.66    23092.41
 1951   70      1880    12154.07    10430.24    22584.32
 1951   71      1880    11871.52    10066.98    21938.50
 1951   71      1879    11231.45     9411.59    20643.04
 1951   72      1879    10953.19     9025.68    19978.87
 1951   72      1878    10152.99     8328.89    18481.89
 1951   73      1878     9857.96     7997.22    17855.18
 1951   73      1877     9146.58     7531.77    16678.35
 1951   74      1877     8883.43     7146.03    16029.46
 1951   74      1876     8342.68     6779.44    15122.12
 1951   75      1876     8084.26     6449.41    14533.66
 1951   75      1875     7691.08     6175.64    13866.71
 1951   76      1875     7384.36     5843.58    13227.94
 1951   76      1874     6989.51     5604.26    12593.77
 1951   77      1874     6725.59     5306.39    12031.98
 1951   77      1873     6323.96     4968.70    11292.66
 1951   78      1873     6014.17     4609.24    10623.41
 1951   78      1872     5685.63     4391.38    10077.01
 1951   79      1872     5379.53     4030.88     9410.40
 1951   79      1871     5218.64     4064.33     9282.97
 1951   80      1871     5198.72     3847.79     9046.50
 1951   80      1870     5085.69     3817.56     8903.24
 1951   81      1870     4755.75     3512.26     8268.00
 1951   81      1869     4436.91     3233.96     7670.87
 1951   82      1869     4140.13     2948.15     7088.27
 1951   82      1868     3855.66     2749.62     6605.27
 1951   83      1868     3555.93     2472.14     6028.07
 1951   83      1867     3286.12     2367.58     5653.70
 1951   84      1867     2988.32     2101.14     5089.46
 1951   84      1866     2656.49     1927.94     4584.43
 1951   85      1866     2381.00     1688.90     4069.90
 1951   85      1865     2236.14     1584.74     3820.88
 1951   86      1865     1981.51     1373.81     3355.32
 1951   86      1864     1855.80     1292.46     3148.27
 1951   87      1864     1627.88     1103.43     2731.31
 1951   87      1863     1487.77      982.74     2470.51
 1951   88      1863     1298.42      834.35     2132.77
 1951   88      1862     1180.87      766.28     1947.15
 1951   89      1862     1018.43      645.48     1663.91
 1951   89      1861      919.37      580.75     1500.12
 1951   90      1861      773.70      478.78     1252.49
 1951   90      1860      692.47      434.43     1126.90
 1951   91      1860      581.65      353.47      935.11
 1951   91      1859      486.06      299.00      785.05
 1951   92      1859      408.22      237.44      645.66
 1951   92      1858      333.46      191.38      524.84
 1951   93      1858      270.81      146.65      417.46
 1951   93      1857      237.88      133.41      371.29
 1951   94      1857      191.90      103.84      295.74
 1951   94      1856      167.81       94.01      261.82
 1951   95      1856      131.48       75.73      207.21
 1951   95      1855      105.41       62.93      168.34
 1951   96      1855       79.93       48.23      128.16
 1951   96      1854       61.84       36.76       98.61
 1951   97      1854       46.90       26.10       73.00
 1951   97      1853       38.25       21.96       60.21
 1951   98      1853       26.77       15.97       42.74
 1951   98      1852       21.01       12.05       33.06
 1951   99      1852       14.44        8.29       22.72
 1951   99      1851       11.89        6.06       17.96
 1951   100     1851        8.55        4.31       12.86
 1951   100     1850        7.07        3.08       10.16
 1951   101     1850        4.30        2.05        6.35
 1951   101     1849        3.62        1.03        4.65
 1951   102     1849        2.03        0.48        2.51
 1951   102     1848        1.96        0.35        2.30
 1951   103     1848        1.07        0.06        1.13
 1951   103     1847        0.74        0.00        0.74
 1951   104     1847        0.26        0.00        0.26
 1951   104     1846        0.30        0.00        0.30
 1951   105     1846        0.05        0.00        0.05
 1951   105     1845        0.00        0.00        0.00
 1951   106     1845        0.00        0.00        0.00
 1951   106     1844        0.00        0.00        0.00
 1951   107     1844        0.00        0.00        0.00
 1951   107     1843        0.00        0.00        0.00
 1951   108     1843        0.00        0.00        0.00
 1951   108     1842        0.00        0.00        0.00
 1951   109     1842        0.00        0.00        0.00
 1951   109     1841        0.00        0.00        0.00
 1951   110+       .        0.00        0.00        0.00
 1952    0      1952    48361.41    50531.77    98893.18
 1952    0      1951    46670.92    48893.29    95564.21
 1952    1      1951    46878.79    49053.66    95932.45
 1952    1      1950    46007.50    48108.23    94115.73
 1952    2      1950    46338.84    48468.08    94806.92
 1952    2      1949    44849.78    46946.15    91795.93
 1952    3      1949    45265.71    47344.29    92610.00
 1952    3      1948    44268.13    46364.59    90632.72
 1952    4      1948    44729.58    46856.58    91586.16
 1952    4      1947    46555.75    48802.80    95358.55
 1952    5      1947    47015.70    49316.32    96332.02
 1952    5      1946    43811.44    46086.22    89897.66
 1952    6      1946    44220.27    46547.96    90768.23
 1952    6      1945    39146.61    40948.42    80095.03
 1952    7      1945    39529.13    41383.09    80912.23
 1952    7      1944    38727.80    40127.70    78855.50
 1952    8      1944    39058.97    40511.63    79570.60
 1952    8      1943    35694.03    37067.17    72761.20
 1952    9      1943    35999.42    37449.28    73448.69
 1952    9      1942    33545.87    35070.43    68616.29
 1952   10      1942    33826.34    35426.65    69252.99
 1952   10      1941    32683.15    34035.01    66718.16
 1952   11      1941    32912.73    34341.47    67254.20
 1952   11      1940    30705.44    31829.30    62534.74
 1952   12      1940    30959.09    32110.14    63069.23
 1952   12      1939    29998.76    30999.04    60997.80
 1952   13      1939    30227.89    31330.25    61558.14
 1952   13      1938    29577.50    30650.43    60227.93
 1952   14      1938    29856.94    30907.28    60764.23
 1952   14      1937    29074.44    30124.24    59198.68
 1952   15      1937    29304.01    30383.02    59687.03
 1952   15      1936    28279.47    29251.27    57530.74
 1952   16      1936    28460.05    29586.61    58046.66
 1952   16      1935    27150.75    28100.64    55251.39
 1952   17      1935    27331.34    28488.32    55819.66
 1952   17      1934    26525.27    27643.50    54168.77
 1952   18      1934    26730.41    28058.65    54789.06
 1952   18      1933    26546.01    28065.94    54611.95
 1952   19      1933    26701.19    28508.50    55209.69
 1952   19      1932    26921.98    28714.60    55636.57
 1952   20      1932    27127.28    29357.51    56484.79
 1952   20      1931    28585.56    30582.49    59168.05
 1952   21      1931    28816.49    31326.67    60143.16
 1952   21      1930    30345.88    32340.19    62686.07
 1952   22      1930    30577.36    33037.32    63614.67
 1952   22      1929    30845.48    33013.54    63859.02
 1952   23      1929    31102.21    33807.45    64909.65
 1952   23      1928    31717.69    34164.96    65882.65
 1952   24      1928    32001.90    35107.74    67109.63
 1952   24      1927    32295.83    35018.75    67314.57
 1952   25      1927    32631.55    35912.54    68544.09
 1952   25      1926    32866.61    35838.97    68705.58
 1952   26      1926    33276.81    36684.18    69961.00
 1952   26      1925    33843.57    36542.86    70386.43
 1952   27      1925    34253.29    37339.73    71593.02
 1952   27      1924    33825.40    36195.77    70021.17
 1952   28      1924    34234.76    36840.35    71075.11
 1952   28      1923    33893.13    36017.13    69910.27
 1952   29      1923    34254.55    36610.12    70864.66
 1952   29      1922    34270.44    36392.39    70662.83
 1952   30      1922    34631.99    36934.50    71566.49
 1952   30      1921    34370.33    36469.94    70840.27
 1952   31      1921    34732.11    37014.08    71746.19
 1952   31      1920    33180.93    35102.41    68283.33
 1952   32      1920    33596.05    35674.03    69270.08
 1952   32      1919    31001.13    32404.39    63405.52
 1952   33      1919    31315.94    32822.84    64138.79
 1952   33      1918    30193.22    30843.73    61036.95
 1952   34      1918    30458.25    31162.92    61621.16
 1952   34      1917    30789.04    31261.60    62050.63
 1952   35      1917    31005.13    31559.51    62564.64
 1952   35      1916    31267.77    31962.39    63230.16
 1952   36      1916    31535.74    32335.09    63870.83
 1952   36      1915    32084.61    32984.59    65069.20
 1952   37      1915    32353.22    33357.90    65711.12
 1952   37      1914    32743.59    33714.30    66457.90
 1952   38      1914    33014.28    34117.44    67131.72
 1952   38      1913    31796.05    33165.91    64961.95
 1952   39      1913    32018.56    33523.23    65541.79
 1952   39      1912    30667.81    32411.52    63079.33
 1952   40      1912    30839.92    32744.88    63584.80
 1952   40      1911    29645.76    31739.37    61385.12
 1952   41      1911    29794.49    32022.49    61816.98
 1952   41      1910    28491.88    31085.66    59577.54
 1952   42      1910    28643.53    31374.54    60018.07
 1952   42      1909    27516.10    30309.67    57825.78
 1952   43      1909    27643.38    30550.97    58194.34
 1952   43      1908    27061.76    29433.52    56495.28
 1952   44      1908    27165.89    29624.63    56790.52
 1952   44      1907    26415.66    28782.44    55198.11
 1952   45      1907    26496.93    28904.12    55401.05
 1952   45      1906    25189.32    28176.82    53366.14
 1952   46      1906    25222.88    28279.64    53502.52
 1952   46      1905    24483.75    27526.76    52010.51
 1952   47      1905    24494.40    27608.15    52102.56
 1952   47      1904    23563.58    26277.62    49841.20
 1952   48      1904    23577.14    26264.39    49841.53
 1952   48      1903    22904.43    25021.63    47926.06
 1952   49      1903    22893.95    24984.78    47878.73
 1952   49      1902    22955.17    24468.03    47423.21
 1952   50      1902    22919.95    24384.67    47304.62
 1952   50      1901    22979.62    24191.55    47171.17
 1952   51      1901    22923.07    24116.28    47039.35
 1952   51      1900    23175.23    23984.40    47159.62
 1952   52      1900    23156.27    23876.20    47032.47
 1952   52      1899    22524.54    22708.45    45232.99
 1952   53      1899    22456.31    22573.96    45030.27
 1952   53      1898    21799.65    21583.96    43383.61
 1952   54      1898    21727.64    21447.66    43175.30
 1952   54      1897    21722.02    20905.65    42627.67
 1952   55      1897    21679.21    20773.95    42453.16
 1952   55      1896    21547.18    20279.91    41827.09
 1952   56      1896    21460.43    20131.66    41592.09
 1952   56      1895    21289.98    19917.35    41207.33
 1952   57      1895    21210.44    19704.70    40915.14
 1952   57      1894    21066.00    19422.16    40488.15
 1952   58      1894    20938.98    19214.57    40153.55
 1952   58      1893    20835.83    19232.47    40068.30
 1952   59      1893    20691.35    18971.53    39662.87
 1952   59      1892    20782.74    19250.13    40032.87
 1952   60      1892    20669.39    18973.63    39643.02
 1952   60      1891    20332.80    19074.29    39407.09
 1952   61      1891    20218.84    18796.03    39014.87
 1952   61      1890    19536.45    18704.50    38240.95
 1952   62      1890    19377.51    18390.90    37768.41
 1952   62      1889    18927.49    18235.29    37162.77
 1952   63      1889    18783.29    17919.20    36702.49
 1952   63      1888    18319.62    17285.46    35605.08
 1952   64      1888    18107.41    16952.16    35059.57
 1952   64      1887    17423.82    16105.19    33529.01
 1952   65      1887    17214.45    15696.42    32910.87
 1952   65      1886    16417.25    15083.60    31500.85
 1952   66      1886    16206.83    14746.82    30953.65
 1952   66      1885    15746.24    14207.01    29953.25
 1952   67      1885    15514.77    13830.89    29345.67
 1952   67      1884    14741.64    13248.89    27990.52
 1952   68      1884    14500.94    12852.47    27353.40
 1952   68      1883    13508.61    12056.04    25564.65
 1952   69      1883    13221.74    11678.78    24900.52
 1952   69      1882    12658.29    11102.15    23760.44
 1952   70      1882    12346.70    10717.04    23063.74
 1952   70      1881    12177.82    10581.31    22759.13
 1952   71      1881    11892.35    10193.97    22086.31
 1952   71      1880    11732.76     9882.78    21615.55
 1952   72      1880    11424.38     9507.12    20931.49
 1952   72      1879    10803.62     8821.48    19625.10
 1952   73      1879    10505.51     8453.35    18958.86
 1952   73      1878     9701.00     7800.91    17501.91
 1952   74      1878     9405.93     7392.62    16798.55
 1952   74      1877     8723.71     6961.15    15684.86
 1952   75      1877     8430.71     6641.13    15071.85
 1952   75      1876     7919.63     6258.76    14178.38
 1952   76      1876     7582.83     5894.29    13477.11
 1952   76      1875     7217.64     5655.66    12873.30
 1952   77      1875     6930.49     5334.40    12264.88
 1952   77      1874     6568.64     5138.55    11707.19
 1952   78      1874     6258.89     4784.35    11043.25
 1952   78      1873     5840.71     4440.75    10281.46
 1952   79      1873     5534.73     4105.51     9640.24
 1952   79      1872     5215.47     3870.37     9085.84
 1952   80      1872     5287.28     3762.18     9049.46
 1952   80      1871     5025.83     3693.40     8719.22
 1952   81      1871     4715.16     3395.65     8110.81
 1952   81      1870     4609.09     3365.26     7974.35
 1952   82      1870     4298.47     3065.38     7363.84
 1952   82      1869     3983.25     2802.36     6785.61
 1952   83      1869     3661.59     2528.13     6189.72
 1952   83      1868     3402.22     2342.41     5744.62
 1952   84      1868     3092.05     2089.55     5181.60
 1952   84      1867     2838.32     1971.29     4809.61
 1952   85      1867     2558.00     1739.69     4297.69
 1952   85      1866     2254.45     1584.51     3838.96
 1952   86      1866     2005.23     1388.64     3393.87
 1952   86      1865     1856.45     1274.90     3131.35
 1952   87      1865     1626.93     1099.84     2726.77
 1952   87      1864     1524.32     1020.20     2544.52
 1952   88      1864     1336.98      869.67     2206.65
 1952   88      1863     1213.54      767.70     1981.24
 1952   89      1863     1051.09      644.66     1695.75
 1952   89      1862      941.07      590.28     1531.35
 1952   90      1862      799.24      492.27     1291.51
 1952   90      1861      708.28      434.45     1142.73
 1952   91      1861      601.16      361.80      962.96
 1952   91      1860      537.89      320.65      858.54
 1952   92      1860      452.81      264.14      716.95
 1952   92      1859      370.59      211.10      581.69
 1952   93      1859      300.64      167.55      468.19
 1952   93      1858      242.17      128.72      370.90
 1952   94      1858      190.56       99.80      290.35
 1952   94      1857      171.75       92.43      264.18
 1952   95      1857      136.01       70.36      206.37
 1952   95      1856      115.88       67.21      183.09
 1952   96      1856       90.80       48.60      139.40
 1952   96      1855       70.13       40.16      110.29
 1952   97      1855       51.20       28.70       79.90
 1952   97      1854       39.77       22.93       62.70
 1952   98      1854       27.71       17.47       45.17
 1952   98      1853       22.09       13.38       35.47
 1952   99      1853       15.80        9.92       25.72
 1952   99      1852       12.62        7.21       19.82
 1952   100     1852        8.66        5.38       14.03
 1952   100     1851        6.90        3.64       10.54
 1952   101     1851        4.65        2.74        7.39
 1952   101     1850        3.35        1.69        5.04
 1952   102     1850        2.09        1.22        3.31
 1952   102     1849        1.49        0.29        1.79
 1952   103     1849        0.81        0.05        0.86
 1952   103     1848        0.78        0.00        0.78
 1952   104     1848        0.42        0.00        0.42
 1952   104     1847        0.11        0.00        0.11
 1952   105     1847        0.00        0.00        0.00
 1952   105     1846        0.00        0.00        0.00
 1952   106     1846        0.00        0.00        0.00
 1952   106     1845        0.00        0.00        0.00
 1952   107     1845        0.00        0.00        0.00
 1952   107     1844        0.00        0.00        0.00
 1952   108     1844        0.00        0.00        0.00
 1952   108     1843        0.00        0.00        0.00
 1952   109     1843        0.00        0.00        0.00
 1952   109     1842        0.00        0.00        0.00
 1952   110+       .        0.00        0.00        0.00
 1953    0      1953    48978.73    51059.39   100038.11
 1953    0      1952    48020.91    50071.90    98092.80
 1953    1      1952    48179.77    50180.05    98359.81
 1953    1      1951    46835.47    49008.93    95844.40
 1953    2      1951    47140.56    49294.03    96434.59
 1953    2      1950    46317.32    48439.32    94756.64
 1953    3      1950    46660.74    48764.00    95424.74
 1953    3      1949    45251.82    47324.12    92575.95
 1953    4      1949    45640.66    47717.16    93357.81
 1953    4      1948    44717.54    46840.71    91558.26
 1953    5      1948    45104.59    47255.04    92359.63
 1953    5      1947    47004.88    49303.27    96308.16
 1953    6      1947    47365.35    49742.26    97107.61
