Country,COD,Sex,Year,TimeIntv,x,n,Area,Censored,Dl,Du,Nx,Pop1Jan,Pop31Dec,ExpL,ExpU,Mx,mx,qx,ax,lx,dx,Lx,Tx,ex,Date
HKG,AllCauses,1,1986,1,22,1,1, ,15.59,14.46,56915.59,59581.54,56900,28452.5983333333,29788.36,0.000515959916524954,0.000247101477605061,0.000247070951806428,0.5,98734.0919480533,24.3943260733489,98721.8947850166,5794123.82586059,58.6841253263264,2018-12-17
HKG,AllCauses,1,1986,1,23,1,1, ,17.08,14.98,59567.08,61584.72,59550,29777.8466666667,30789.8633333333,0.000529324948887782,0.000221812103649497,0.000221787506072855,0.5,98709.6976219799,21.8925776607845,98698.7513331495,5695401.93107558,57.6985044862235,2018-12-17
HKG,AllCauses,1,1986,1,24,1,1, ,19.74,17.33,61569.74,62690.4,61550,30778.29,31342.3116666667,0.000596742449452021,0.000317803298993386,0.000317752807548134,0.5,98687.8050443191,31.3583271235953,98672.1258807573,5596703.17974243,56.7111932140859,2018-12-17
HKG,AllCauses,1,1986,1,25,1,1, ,23.07,20.01,62673.07,63691.77,62650,31328.845,31842.55,0.000681954229441981,0.000363728387920514,0.000363662250778403,0.5,98656.4467171955,35.8776254669749,98638.5079044621,5498031.05386167,55.7290601558162,2018-12-17
HKG,AllCauses,1,1986,1,26,1,1, ,21.76,18.32,63671.76,64337.46,63650,31828.6266666667,32165.6766666667,0.000626305747735567,0.000262788823394249,0.000262754298947718,0.5,98620.5690917286,25.9129784935222,98607.6126024818,5399392.54595721,54.7491521868541,2018-12-17
HKG,AllCauses,1,1986,1,27,1,1, ,19.14,16.92,64319.14,63835.61,64300,32153.19,31914.985,0.000562837945672715,0.000411947374656635,0.000411862541810226,0.5,98594.656113235,40.6074456757021,98574.3523903972,5300784.93335473,53.7634101311416,2018-12-17
HKG,AllCauses,1,1986,1,28,1,1, ,18.69,15.37,63818.69,62235.89,63800,31903.115,31115.3833333333,0.000540476223661206,0.000386963610951496,0.000386888755016658,0.5,98554.0486675593,38.1294531908431,98534.9839409639,5202210.58096433,52.7853563734589,2018-12-17
HKG,AllCauses,1,1986,1,29,1,1, ,20.52,17.55,62220.52,59845.64,62200,31103.42,29919.895,0.000623859913215137,0.000437355029563888,0.000437259410762627,0.5,98515.9192143685,43.0770127864134,98494.3807079753,5103675.59702336,51.8055928191451,2018-12-17
HKG,AllCauses,1,1986,1,30,1,1, ,28.09,24.01,59828.09,57004.05,59800,29904.6816666667,28498.0233333333,0.000892081967778718,0.000385770210585528,0.000385695815607524,0.5,98472.8422015821,37.9805631881302,98453.851919988,5005181.21631539,50.8280364861346,2018-12-17
HKG,AllCauses,1,1986,1,31,1,1, ,30.04,25.06,56980.04,54202.93,56950,28480.0066666667,27097.2883333333,0.000991412050550499,0.000465448527534189,0.000465340231571396,0.5,98434.861638394,45.8057013095085,98411.9587877392,4906727.3643954,49.847455288966,2018-12-17
HKG,AllCauses,1,1986,1,32,1,1, ,27.87,23.23,54177.87,52148.05,54150,27079.645,26070.1533333333,0.000961433563294486,0.000553111130610365,0.000552958206940854,0.5,98389.0559370844,54.4050359535736,98361.8534191077,4808315.40560766,48.870429335986,2018-12-17
HKG,AllCauses,1,1986,1,33,1,1, ,24.82,21.27,52124.82,50394.96,52100,26054.1366666667,25193.935,0.000899350912162776,0.000664672458703471,0.000664451637351727,0.5,98334.6509011309,65.3386197996669,98301.981591231,4709953.55218855,47.8971909599202,2018-12-17
HKG,AllCauses,1,1986,1,34,1,1, ,23.69,20.4,50373.69,49346.99,50350,25178.9483333333,24670.095,0.000884470333867323,0.000576954591787429,0.00057678820148676,0.5,98269.3122813312,56.6805798920898,98240.9719913851,4611651.57059732,46.9287050406419,2018-12-17
HKG,AllCauses,1,1986,1,35,1,1, ,26.59,22.5,49326.59,48357.04,49300,24654.4316666667,24174.77,0.0010053410320962,0.000661470599684684,0.000661251900339154,0.5,98212.6317014391,64.943289349886,98180.1600567642,4513410.59860594,45.9555000249505,2018-12-17
HKG,AllCauses,1,1986,1,36,1,1, ,34.54,29.58,48334.54,47217.52,48300,24155.7566666667,23603.83,0.00134255768266001,0.000848188377612366,0.000847828818337407,0.5,98147.6884120892,83.2124386889696,98106.0821927447,4415230.43854917,44.985577449477,2018-12-17
HKG,AllCauses,1,1986,1,37,1,1, ,37.94,32.19,47187.94,44656.68,47150,23581.3233333333,22322.975,0.00152774364375972,0.000870283931375874,0.000869905399030578,0.5,98064.4759734002,85.3068171023652,98021.822564849,4317124.35635643,44.0233256080157,2018-12-17
HKG,AllCauses,1,1986,1,38,1,1, ,24.49,22.6,44624.49,40856.46,44600,22304.0816666667,20424.4633333333,0.00110207356697964,0.000863344328832746,0.000862971807924589,0.5,97979.1691562979,84.5532607457595,97936.892525925,4219102.53379158,43.0612197482631,2018-12-17
HKG,AllCauses,1,1986,1,39,1,1, ,33.86,31.26,40833.86,36362.72,40800,20405.6433333333,18176.15,0.00168784274586165,0.000847498625463167,0.00084713965061843,0.5,97894.6158955521,82.9304107071834,97853.1506901985,4121165.64126566,42.0979806045993,2018-12-17
HKG,AllCauses,1,1986,1,40,1,1, ,31.46,29.65,36331.46,31805.44,36300,18155.2433333333,15897.7783333333,0.00179455440395818,0.000874495241346695,0.000874113037500848,0.5,97811.6854848449,85.4984695022354,97768.9362500938,4023312.49057546,41.1332497812732,2018-12-17
HKG,AllCauses,1,1986,1,41,1,1, ,25.79,24.3,31775.79,28107.83,31750,15879.2983333333,14049.865,0.00167361845174645,0.00105958508821453,0.00105902402518196,0.5,97726.1870153427,103.494379938673,97674.4398253734,3925543.55432536,40.1687989086187,2018-12-17
HKG,AllCauses,1,1986,1,42,1,1, ,33.53,31.6,28083.53,26017.19,28050,14030.5883333333,13003.3283333333,0.00240919585582309,0.00115259133652417,0.001151927485704,0.5,97622.692635404,112.454262875156,97566.4655039664,3827869.11449999,39.2108536567016,2018-12-17
HKG,AllCauses,1,1986,1,43,1,1, ,35.59,33.54,25985.59,25376.35,25950,12980.9316666667,12682.585,0.00269370721471661,0.0017102045380196,0.00170874338767164,0.5,97510.2383725289,166.619975049345,97426.9283850042,3730302.64899602,38.2554971791244,2018-12-17
HKG,AllCauses,1,1986,1,44,1,1, ,42.81,40.35,25342.81,26032.9,25300,12657.135,13009.725,0.00323997559498902,0.0012581670973335,0.0012573761027128,0.5,97343.6183974795,122.397539524585,97282.4196277172,3632875.72061102,37.3201220626198,2018-12-17
HKG,AllCauses,1,1986,1,45,1,1, ,42.55,40.6,25992.55,27188.28,25950,12982.0916666667,13587.3733333333,0.00312953234097864,0.00152490657636755,0.00152374479214043,0.5,97221.2208579549,148.140328967844,97147.150693471,3535593.3009833,36.3664770899039,2018-12-17
HKG,AllCauses,1,1986,1,46,1,1, ,47.68,45.5,27147.68,28296.77,27100,13557.9466666667,14140.8016666667,0.0033640509267296,0.0012736708805165,0.00127286027798098,0.5,97073.0805289871,123.560468266597,97011.3002948538,3438446.15028983,35.4212118493868,2018-12-17
HKG,AllCauses,1,1986,1,47,1,1, ,51.27,48.92,28251.27,29007.88,28200,14108.545,14495.7866666667,0.00350261635781387,0.00189483071933248,0.0018930372267874,0.5,96949.5200607205,183.529050594116,96857.7555354234,3341434.84999498,34.4657183233316,2018-12-17
HKG,AllCauses,1,1986,1,48,1,1, ,58.96,56.26,28958.96,29366.76,28900,14459.8266666667,14674.0033333333,0.00395485248592444,0.002009908438416,0.00200789060028553,0.5,96765.9910101264,194.295523776547,96668.8432482381,3244577.09445955,33.5301386426148,2018-12-17
HKG,AllCauses,1,1986,1,49,1,1, ,60.5,57.73,29310.5,29601.09,29250,14635.0833333333,14790.9233333333,0.00401787443805378,0.00266834781563388,0.0026647925189853,0.5,96571.6954863498,257.343531677752,96443.0237205109,3147908.25121132,32.5965929805619,2018-12-17
HKG,AllCauses,1,1986,1,50,1,1, ,93.36,88.98,29543.36,29676.7,29450,14740.56,14823.52,0.00616761962489616,0.00280134464542981,0.00279742636774168,0.5,96314.3519546721,269.432307749952,96179.6358007971,3051465.22749081,31.6823522721401,2018-12-17
HKG,AllCauses,1,1986,1,51,1,1, ,87.72,83.6,29587.72,29824.4,29500,14764.62,14898.2666666667,0.00577556735880729,0.00316589006723757,0.00316088655755945,0.5,96044.9196469221,303.587095433833,95893.1260992052,2955285.59169001,30.7698273115762,2018-12-17
HKG,AllCauses,1,1986,1,52,1,1, ,90.8,86.54,29740.8,29852.47,29650,14840.1333333333,14911.8116666667,0.00596061870912977,0.00372535798239317,0.00371843173771513,0.5,95741.3325514883,356.007609570593,95563.328746703,2859392.4655908,29.8658101928241,2018-12-17
HKG,AllCauses,1,1986,1,53,1,1, ,115.93,110.49,29765.93,29376.94,29650,14844.3216666667,14670.055,0.00767151556535216,0.00414425311012838,0.00413568345062699,0.5,95385.3249419177,394.483509794967,95188.0831870202,2763829.1368441,28.9754125021544,2018-12-17
HKG,AllCauses,1,1986,1,54,1,1, ,116.45,110.98,29266.45,28676.98,29150,14594.4083333333,14319.9933333333,0.00786563051249951,0.00401094121847675,0.00400291349311499,0.5,94990.8414321227,380.24012089099,94800.7213716772,2668641.05365708,28.0936668569675,2018-12-17
HKG,AllCauses,1,1986,1,55,1,1, ,116,110.42,28566,27965.94,28450,14244.3333333333,13964.5666666667,0.0080265448138708,0.00465898239860342,0.00464815456345486,0.5,94610.6013112317,439.76469823601,94390.7189621137,2573840.3322854,27.2045658373788,2018-12-17
HKG,AllCauses,1,1986,1,56,1,1, ,155.52,148.05,27855.52,27223.8,27700,13875.92,13587.225,0.011053723089617,0.00529094972951534,0.00527698958620345,0.5,94170.8366129957,496.938524130845,93922.3673509303,2479449.61332329,26.3292724425167,2018-12-17
HKG,AllCauses,1,1986,1,57,1,1, ,125.75,119.71,27075.75,26328.31,26950,13495.9583333333,13144.2033333333,0.00921390804873119,0.00426887130153439,0.00425977907720761,0.5,93673.8980888649,399.030111159424,93474.3830332852,2385527.24597236,25.4662963177779,2018-12-17
HKG,AllCauses,1,1986,1,58,1,1, ,158.6,150.98,26208.6,25392.13,26050,13051.4333333333,12670.9016666667,0.0120354547905546,0.0059242649478696,0.00590676831761997,0.5,93274.8679777054,550.953035000896,92999.391460205,2292052.86293907,24.5731021939041,2018-12-17
HKG,AllCauses,1,1986,1,59,1,1, ,141.15,134.36,25241.15,24534.46,25100,12573.525,12244.8366666667,0.0111010550857608,0.00563564127549363,0.00561980567109349,0.5,92723.9149427045,521.090383041002,92463.369751184,2199053.47147887,23.7161413302889,2018-12-17
HKG,AllCauses,1,1986,1,60,1,1, ,200.1,191.63,24400.1,23406.93,24200,12133.35,11671.5266666667,0.0164558718570691,0.00678152133149411,0.00675860452112852,0.5,92202.8245596635,623.162426929762,91891.2433461987,2106590.10172768,22.8473488940085,2018-12-17
HKG,AllCauses,1,1986,1,61,1,1, ,165.3,158.3,23215.3,22291.51,23050,11552.55,11119.3716666667,0.0142731615236556,0.00747517525630451,0.00744734016982314,0.5,91579.6621327338,682.02489653994,91238.6496844638,2014698.85838149,21.9994135320288,2018-12-17
HKG,AllCauses,1,1986,1,62,1,1, ,183.21,175.46,22133.21,21273.52,21950,11005.535,10607.5166666667,0.0165950651269283,0.0088609032029396,0.00882181856276035,0.5,90897.6372361938,801.882463481311,90496.6960044532,1923460.20869702,21.1607283443352,2018-12-17
HKG,AllCauses,1,1986,1,63,1,1, ,198.06,189.67,21098.06,20091.82,20900,10483.01,10014.2983333333,0.0189161422414406,0.00854552520533865,0.00850916755244073,0.5,90095.7547727125,766.639873124623,89712.4348361502,1832963.51269257,20.3446157626033,2018-12-17
HKG,AllCauses,1,1986,1,64,1,1, ,202.15,193.59,19902.15,18933.09,19700,9883.69166666667,9434.28,0.0204855875569407,0.0118755084411718,0.0118054108132894,0.5,89329.1148995879,1054.56689897717,88801.8314500993,1743251.07785642,19.5149261225296,2018-12-17
HKG,AllCauses,1,1986,1,65,1,1, ,239.5,231.38,18739.5,17849.48,18500,9289.91666666667,8886.17666666667,0.0259065571112824,0.0133886342137816,0.0132996024575352,0.5,88274.5480006107,1174.01639552673,87687.5398028474,1654449.24640632,18.7420868628506,2018-12-17
HKG,AllCauses,1,1986,1,66,1,1, ,218.1,210.71,17618.1,16512.5,17400,8736.35,8221.13166666667,0.0252873633260599,0.012877064081418,0.0127946850915055,0.5,87100.531605084,1114.42387318978,86543.3196684891,1566761.70660347,17.987969507548,2018-12-17
HKG,AllCauses,1,1986,1,67,1,1, ,201.79,194.95,16301.79,15416.1,16100,8083.63166666667,7675.55833333333,0.0251751517685871,0.0129798652276816,0.0128961699537055,0.5,85986.1077318942,1108.89145896814,85431.6620024102,1480218.38693498,17.2146225242608,2018-12-17
HKG,AllCauses,1,1986,1,68,1,1, ,221.15,213.66,15221.15,14489.91,15000,7536.85833333333,7209.345,0.0294862338577094,0.0176246500313633,0.0174706926098364,0.5,84877.2162729261,1482.86375508289,84135.7843953847,1394786.72493257,16.4329932834694,2018-12-17
HKG,AllCauses,1,1986,1,69,1,1, ,226.25,218.58,14276.25,13609.72,14050,7062.70833333333,6768.43,0.03216148875671,0.017330891858102,0.0171820021475397,0.5,83394.3525178432,1432.88194405427,82677.9115458161,1310650.94053719,15.7163033342906,2018-12-17
HKG,AllCauses,1,1986,1,70,1,1, ,241.14,234.75,13391.14,12771.83,13150,6615.19,6346.79,0.0367142982785037,0.0200575356568332,0.0198583805686617,0.5,81961.4705737889,1627.62207462147,81147.6595364782,1227973.02899137,14.9823206000903,2018-12-17
HKG,AllCauses,1,1986,1,71,1,1, ,237.08,230.8,12537.08,11963.82,12300,6189.51333333333,5943.44333333333,0.0385627356014074,0.0219137153754138,0.0216762122030959,0.5,80333.8484991675,1741.33354715931,79463.1817255878,1146825.36945489,14.2757429263056,2018-12-17
HKG,AllCauses,1,1986,1,72,1,1, ,233.02,226.84,11733.02,10873.56,11500,5788.83666666667,5398.97333333333,0.0411036655073692,0.0221833204552856,0.0219399697652447,0.5,78592.5149520081,1724.3174018216,77730.3562510973,1067362.18772931,13.5809649097129,2018-12-17
HKG,AllCauses,1,1986,1,73,1,1, ,246.72,240.19,10646.72,9717.12,10400,5241.12,4818.52833333333,0.0484022884166428,0.0268945929596363,0.0265377322067501,0.5,76868.1975501866,2039.90764180241,75848.2437292853,989631.831478208,12.87439881535,2018-12-17
HKG,AllCauses,1,1986,1,74,1,1, ,226.93,220.91,9476.93,8361.37,9250,4662.82166666667,4143.86666666667,0.050852259447507,0.0304579682159648,0.0300010822117399,0.5,74828.2899083841,2244.92967730534,73705.8250697315,913783.587748923,12.2117395555573,2018-12-17
HKG,AllCauses,1,1986,1,75,1,1, ,240.46,236.44,8140.46,7036.48,7900,3990.07666666667,3478.83333333333,0.0638513518036768,0.0365495752803984,0.0358936268716818,0.5,72583.3602310788,2605.28004922721,71280.7202064652,840077.762679191,11.5739717754137,2018-12-17
HKG,AllCauses,1,1986,1,76,1,1, ,200.04,196.7,6800.04,5770.98,6600,3333.34,2852.70666666667,0.0641346600467504,0.0386096506143959,0.0378784144407045,0.5,69978.0801818516,2650.65872289302,68652.7508204051,768797.042472726,10.9862551312476,2018-12-17
HKG,AllCauses,1,1986,1,77,1,1, ,174.28,171.37,5574.28,4870.39,5400,2729.04666666667,2406.63333333333,0.0673036482023802,0.0410650802853787,0.0402388739898848,0.5,67327.4214589586,2709.1796281509,65972.8316448831,700144.291652321,10.3990955910752,2018-12-17
HKG,AllCauses,1,1986,1,78,1,1, ,149.02,146.53,4699.02,4067.26,4550,2299.83666666667,2009.20833333333,0.0685882834827671,0.0451081428839312,0.0441132103853652,0.5,64618.2418308077,2850.51809661483,63192.9827825003,634171.460007438,9.81412434073821,2018-12-17
HKG,AllCauses,1,1986,1,79,1,1, ,120.73,118.71,3920.73,3560.86,3800,1920.12166666667,1760.645,0.0650516649611041,0.0435954529473808,0.0426654432847804,0.5,61767.7237341928,2635.34731381119,60450.0500772872,570978.477224937,9.24396177657523,2018-12-17
HKG,AllCauses,1,1986,1,80,1,1, ,142.15,139.38,3133.225,2510.12,2682.15,1364.76666666667,1231.83,0.108422691754206,0.0624655255837407,0.0605736433495644,0.5,59132.3764203816,3581.86347970039,57341.4446805315,510528.42714765,8.63365313645136,2018-12-17
HKG,AllCauses,1,1986,1,81,1,1, ,101.68,99.7,2370.745,1919.94,2269.07,1151.48166666667,943.353333333333,0.0961316762418042,0.0584148561446615,0.0567571264561027,0.5,55550.5129406813,3152.88748767562,53974.0691968435,453186.982467119,8.15810617178364,2018-12-17
HKG,AllCauses,1,1986,1,82,1,1, ,103.2,101.19,1820.245,1580.96,1717.05,875.725,773.615,0.123922296191204,0.0645911638490433,0.0625704158576608,0.5,52397.6254530056,3278.54121454852,50758.3548457314,399212.913270275,7.61891230411426,2018-12-17
HKG,AllCauses,1,1986,1,83,1,1, ,89.03,87.3,1479.77,1314.99,1390.74,710.208333333333,642.945,0.130310435378104,0.0781845317269583,0.0752431081391867,0.5,49119.0842384571,3695.87256705205,47271.1479549311,348454.558424544,7.09407685071877,2018-12-17
HKG,AllCauses,1,1986,1,84,1,1, ,83.47,81.84,1227.695,1128.68,1144.23,586.026666666667,550.7,0.145426341131553,0.0950701230748047,0.0907560296218402,0.5,45423.2116714051,4122.43034396916,43361.9964994205,301183.410469613,6.63060579354001,2018-12-17
HKG,AllCauses,1,1986,1,85,1,1, ,75.7,72.58,1046.84,952.72,971.14,498.186666666667,464.263333333333,0.154065146241363,0.104042319730317,0.0988975542503844,0.5,41300.7813274359,4084.54626191336,39258.5081964792,257821.413970192,6.24253115034709,2018-12-17
HKG,AllCauses,1,1986,1,86,1,1, ,62.4,59.83,880.14,681.16,817.74,419.27,330.608333333333,0.16299977551914,0.120592873945581,0.113735055349126,0.5,37216.2350655226,4232.79055506329,35099.8397879909,218562.905773713,5.87278389092591,2018-12-17
HKG,AllCauses,1,1986,1,87,1,1, ,44.5,42.67,621.335,471.45,576.84,295.836666666667,228.613333333333,0.166212222328153,0.1198991589938,0.113117794764077,0.5,32983.4445104593,3731.01450674645,31117.937257086,183463.065985722,5.56227733969825,2018-12-17
HKG,AllCauses,1,1986,1,88,1,1, ,26.09,25.01,428.785,331.97,402.7,205.698333333333,161.816666666667,0.139041943866237,0.132239476221441,0.124038108942419,0.5,29252.4300037128,3628.41609963102,27438.2219538973,152345.128728636,5.20794780841455,2018-12-17
HKG,AllCauses,1,1986,1,89,1,1, ,28.13,26.97,306.955,255.55,278.82,144.098333333333,123.28,0.206075037244354,0.145639712969672,0.135754117608216,0.5,25624.0139040818,3478.56539712928,23884.7312055172,124906.906774739,4.87460345761214,2018-12-17
HKG,AllCauses,1,1986,1,90,1,1, ,27,25.1,228.58,200.69,201.58,105.29,96.1616666666667,0.25862282929735,0.160147235982166,0.148274370667471,0.5,22145.4485069525,3283.60244051726,20503.6472866939,101022.175569222,4.56175794035085,2018-12-17
HKG,AllCauses,1,1986,1,91,1,1, ,19.73,18.34,175.59,133.14,155.86,81.2183333333333,63.5133333333333,0.263038496528058,0.175802522715415,0.161597866424029,0.5,18861.8460664353,3048.03408115439,17337.8290258581,80518.5282825277,4.26885724753161,2018-12-17
HKG,AllCauses,1,1986,1,92,1,1, ,14.54,13.52,114.8,94.08,100.26,52.5533333333333,44.7866666666667,0.288267926854325,0.19263717494705,0.175712769215182,0.5,15813.8119852809,2778.68869578194,14424.4676373899,63180.6992566697,3.99528584983031,2018-12-17
HKG,AllCauses,1,1986,1,93,1,1, ,12.46,11.58,80.56,76.85,68.1,36.1266666666667,36.495,0.331030684139261,0.210671836535616,0.190595305059627,0.5,13035.1232894989,2484.4332998519,11792.906639573,48756.2316192798,3.740373645607,2018-12-17
HKG,AllCauses,1,1986,1,94,1,1, ,11.42,10.62,65.27,56.78,53.85,28.8283333333333,26.62,0.397487150199886,0.229914091102775,0.206208922594927,0.5,10550.689989647,2175.6464153982,9462.86678194792,36963.3249797068,3.50340357038046,2018-12-17
HKG,AllCauses,1,1986,1,95,1,1, ,5.31,4.7,46.155,44.62,40.84,21.305,21.5266666666667,0.233705591657263,0.250356435667984,0.222503805797031,0.5,8375.04357424882,1863.47906898633,7443.30403975566,27500.4581977589,3.28361971540255,2018-12-17
HKG,AllCauses,1,1986,1,96,1,1, ,3.72,3.29,39.92,25.92,36.2,18.72,12.4116666666667,0.225172653782322,0.271974444125804,0.239416816354598,0.5,6511.5645052625,1558.97804333755,5732.07548359372,20057.1541580032,3.08023580842876,2018-12-17
HKG,AllCauses,1,1986,1,97,1,1, ,0,0,22.625,7.33,22.62,11.31,3.665,0,0.294725247292576,0.256871926292968,0.5,4952.58646192495,1272.18042460714,4316.49624962138,14325.0786744095,2.89244393501041,2018-12-17
HKG,AllCauses,1,1986,1,98,1,1, ,1.59,1.41,7.33,12.5,5.74,3.135,6.015,0.327868852459016,0.318546461249004,0.27478117568315,0.5,3680.40603731781,1011.30629792555,3174.75288835503,10008.5824247881,2.71942343407363,2018-12-17
HKG,AllCauses,1,1986,1,99,1,1, ,2.03,1.66,11.085,8.59,9.05,4.86333333333333,4.01833333333333,0.415462563332708,0.343355690254903,0.293046157425255,0.5,2669.09973939226,782.169422413651,2278.01502818543,6833.82953643308,2.56035000699866,2018-12-17
