Country,COD,Sex,Year,TimeIntv,x,n,Area,Censored,Dl,Du,Nx,Pop1Jan,Pop31Dec,ExpL,ExpU,Mx,mx,qx,ax,lx,dx,Lx,Tx,ex,Date
HKG,AllCauses,1,1995,1,49,1,1, ,62.07,58.08,37401.51,32200,37900,18960.345,16090.32,0.0034278950199661,0.00157387119427435,0.00157263363288737,0.5,97396.2632076502,153.168639237902,97319.6788880312,3371770.54840799,34.619095613754,2018-12-17
HKG,AllCauses,1,1995,1,50,1,1, ,73.49,68.69,31657.705,28250,31100,15562.2483333333,14113.5516666667,0.00479110925400495,0.00190169121905606,0.00189988472200953,0.5,97243.0945684123,184.750669691454,97150.7192335666,3274450.86951996,33.6728369664987,2018-12-17
HKG,AllCauses,1,1995,1,51,1,1, ,76.6,71.59,28228.955,25900,28200,14112.7666666667,12938.0683333333,0.0054782042772432,0.00200042378136154,0.00199842493298094,0.5,97058.3438987208,193.963814401043,96961.3619915203,3177300.15028639,32.7359814999715,2018-12-17
HKG,AllCauses,1,1995,1,52,1,1, ,84.88,79.33,26781.645,25250,27650,13839.1466666667,12611.7783333333,0.00620810047285681,0.00271195318813038,0.00270828082272461,0.5,96864.3800843198,262.335942987471,96733.212112826,3080338.78829487,31.800531687845,2018-12-17
HKG,AllCauses,1,1995,1,53,1,1, ,77.63,72.56,25624.15,25950,26000,13012.9383333333,12962.9066666667,0.00578191007838244,0.00298884700319334,0.00298438706502551,0.5,96602.0441413323,288.297890990415,96457.8951958371,2983605.57618205,30.8855325236899,2018-12-17
HKG,AllCauses,1,1995,1,54,1,1, ,93.68,87.55,25985.56,26800,26000,13015.6133333333,13385.4083333333,0.00686450707431587,0.00288123700861135,0.00287709221632591,0.5,96313.7462503419,277.103529662048,96175.1944855109,2887147.68098621,29.9764861547576,2018-12-17
HKG,AllCauses,1,1995,1,55,1,1, ,100.46,93.78,27006.455,27400,27200,13616.7433333333,13684.37,0.00711472816615293,0.00294113826014946,0.00293681946410495,0.5,96036.6427206799,282.042281609385,95895.6215798752,2790972.4865007,29.0615374239828,2018-12-17
HKG,AllCauses,1,1995,1,56,1,1, ,110.82,103.45,27483.52,27900,27550,13793.47,13932.7583333333,0.00772806158212287,0.00284622427310278,0.00284217953291523,0.5,95754.6004390705,272.151765550402,95618.5245562953,2695076.86492082,28.145664569252,2018-12-17
HKG,AllCauses,1,1995,1,57,1,1, ,123.76,115.54,27785.155,27900,27650,13845.6266666667,13930.7433333333,0.00861523662019191,0.00386263815709811,0.00385519255017447,0.5,95482.4486735201,368.103224798571,95298.3970611208,2599458.34036453,27.2244624690425,2018-12-17
HKG,AllCauses,1,1995,1,58,1,1, ,131.01,122.31,28307.735,27750,28700,14371.835,13854.615,0.00897456109429277,0.00458694688001092,0.00457645091139614,0.5,95114.3454487215,435.286132915649,94896.7023822637,2504159.94330341,26.3278891474206,2018-12-17
HKG,AllCauses,1,1995,1,59,1,1, ,124.8,116.51,27826.245,27750,27900,13970.8,13855.5816666667,0.00867198627872866,0.0049055958171336,0.00489359282289223,0.5,94679.0593158058,463.320765146015,94447.3989332328,2409263.24092114,25.4466326380044,2018-12-17
HKG,AllCauses,1,1995,1,60,1,1, ,148.71,139.66,28116.1,27400,28450,14249.785,13676.7233333333,0.0103260313304474,0.00405312866260524,0.00404493134901077,0.5,94215.7385506598,381.096194433766,94025.1904534429,2314815.84198791,24.5693116415283,2018-12-17
HKG,AllCauses,1,1995,1,61,1,1, ,175.56,164.88,27167.95,27050,26900,13479.26,13497.52,0.0126197418668944,0.00600018884830497,0.0059822415587606,0.5,93834.6423562261,561.341497154853,93553.9716076486,2220790.65153447,23.6670657634485,2018-12-17
HKG,AllCauses,1,1995,1,62,1,1, ,196.73,184.76,27265.925,26450,27450,13757.7883333333,13194.2066666667,0.0141544253032104,0.00528410622431155,0.00527018212323124,0.5,93273.3008590712,491.567282762246,93027.5172176901,2127236.67992682,22.8064908214293,2018-12-17
HKG,AllCauses,1,1995,1,63,1,1, ,215.31,202.22,27115.275,25700,27750,13910.885,12816.2966666667,0.0156219239726548,0.00719529339024907,0.00716950006204515,0.5,92781.733576309,665.198644632004,92449.134253993,2034209.16270913,21.9246729318339,2018-12-17
HKG,AllCauses,1,1995,1,64,1,1, ,229.77,215.79,25788.775,24750,25850,12963.295,12339.035,0.0176094454542329,0.00793639807686865,0.00790502934701503,0.5,92116.534931677,728.183911980241,91752.4429756868,1941760.02845514,21.079386343563,2018-12-17
HKG,AllCauses,1,1995,1,65,1,1, ,237.02,224.57,25385.615,23900,26000,13039.5033333333,11912.5716666667,0.018499062703202,0.00862996946002368,0.00859289126542671,0.5,91388.3510196967,785.290163238902,90995.7059380773,1850007.58547945,20.2433632387209,2018-12-17
HKG,AllCauses,1,1995,1,66,1,1, ,231.36,219.21,24253.395,22850,24600,12338.56,11388.465,0.0189897384943962,0.0102048072218375,0.0101530025051934,0.5,90603.0608564578,919.893103853802,90143.1143045309,1759011.87954137,19.4144862537058,2018-12-17
HKG,AllCauses,1,1995,1,67,1,1, ,262.72,248.92,22621.755,21550,22350,11218.7866666667,10733.5133333333,0.0233068972271698,0.0117371378864086,0.011668659553345,0.5,89683.167752604,1046.48235217066,89159.9265765187,1668868.76523684,18.6084948497862,2018-12-17
HKG,AllCauses,1,1995,1,68,1,1, ,274.55,260.13,21412.815,20200,21250,10670.7583333333,10056.645,0.0257958023685553,0.0117499256654323,0.0116812984710769,0.5,88636.6854004334,1035.3915776494,88118.9896116087,1579708.83866032,17.8222914307285,2018-12-17
HKG,AllCauses,1,1995,1,69,1,1, ,255.53,242.1,19947.7,18900,19700,9892.58833333333,9409.65,0.0257809478572563,0.0149265225418792,0.0148159472565272,0.5,87601.2938227839,1297.89614888191,86952.345748343,1491589.84904871,17.0270298982818,2018-12-17
HKG,AllCauses,1,1995,1,70,1,1, ,285.31,272.39,18946.605,17250,18950,9522.55166666667,8579.60166666667,0.0308084894504263,0.0158182676616921,0.0156941406033005,0.5,86303.397673902,1354.45765763678,85626.1688450837,1404637.50330037,16.2755759467061,2018-12-17
HKG,AllCauses,1,1995,1,71,1,1, ,262.26,250.39,17344.935,15900,17450,8768.71,7908.26833333333,0.0307399811736479,0.0176714993826672,0.0175167259765269,0.5,84948.9400162652,1488.02730426134,84204.9263641346,1319011.33445529,15.5271076272727,2018-12-17
HKG,AllCauses,1,1995,1,72,1,1, ,279.68,267.01,15864.645,14900,15800,7946.61333333333,7405.49833333333,0.0356100849101432,0.0194523098763932,0.0192649361227885,0.5,83460.9127120039,1607.86915214638,82656.9781359307,1234806.40809115,14.7950264137664,2018-12-17
HKG,AllCauses,1,1995,1,73,1,1, ,290.44,277.28,14711.715,13600,14500,7298.40666666667,6753.78666666667,0.0404008105021802,0.0224141491731012,0.0221657361151925,0.5,81853.0435598575,1814.33296377316,80945.8770779709,1152149.42995522,14.0758288250171,2018-12-17
HKG,AllCauses,1,1995,1,74,1,1, ,270.46,258.21,13596.59,12500,13600,6845.07666666667,6206.965,0.0405047741572998,0.0262956506794533,0.0259544066737111,0.5,80038.7105960844,2077.35724445025,79000.0319738593,1071203.55287725,13.3835683371148,2018-12-17
HKG,AllCauses,1,1995,1,75,1,1, ,294.62,284.11,12518.205,11500,12500,6299.10333333333,5702.64833333333,0.048220461152129,0.029776909042831,0.0293400805873515,0.5,77961.3533516341,2287.39239003593,76817.6571566162,992203.520903392,12.7268637375777,2018-12-17
HKG,AllCauses,1,1995,1,76,1,1, ,285.96,275.75,11650.925,10400,11800,5947.66,5154.04166666667,0.0505967478559218,0.0289021872631771,0.0284904688304997,0.5,75673.9609615982,2155.98662605687,74595.9676485698,915385.863746775,12.0964444323365,2018-12-17
HKG,AllCauses,1,1995,1,77,1,1, ,274.24,264.45,10024.245,9300,9650,4870.70666666667,4605.925,0.0568440368844134,0.0323793817965701,0.0318635212368151,0.5,73517.9743355413,2342.54153652815,72346.7035672772,840789.896098206,11.4365215268416,2018-12-17
HKG,AllCauses,1,1995,1,78,1,1, ,295.13,284.6,8965.34,8250,8600,4349.18833333333,4077.56666666667,0.068796351620523,0.0405290029454977,0.0397240155734069,0.5,71175.4327990132,2827.37400095198,69761.7457985372,768443.192530928,10.7964667345385,2018-12-17
HKG,AllCauses,1,1995,1,79,1,1, ,263.02,253.63,7989.21,7400,7750,3918.83666666667,3657.72833333333,0.0681905322530725,0.0465260204474766,0.045468291126153,0.5,68348.0587980612,3107.66943533767,66794.2240803923,698681.446732391,10.2224036646994,2018-12-17
HKG,AllCauses,1,1995,1,80,1,1, ,264.91,254.74,6796.17,5900.05,6181.06,3134.68166666667,2907.56833333333,0.0860027307708221,0.0491309273696533,0.047952941135606,0.5,65240.3893627235,3128.4685507747,63676.1550873362,631887.222651999,9.68552194161246,2018-12-17
HKG,AllCauses,1,1995,1,81,1,1, ,387.42,372.54,5645.31,4957.33,5257.89,2693.515,2416.575,0.14871753726451,0.122381378184887,0.115324587223386,0.5,62111.9208119488,7163.03162928966,58530.404997304,568211.067564663,9.14818057688135,2018-12-17
HKG,AllCauses,1,1995,1,82,1,1, ,194.47,187.01,4584.79,4095.51,4390.32,2227.57166666667,2016.58666666667,0.0898835458149339,0.0515150896602402,0.0502215069437017,0.5,54948.8891826592,2759.61601963561,53569.0811728414,509680.662567359,9.27554078250965,2018-12-17
HKG,AllCauses,1,1995,1,83,1,1, ,183.76,176.7,3908.505,3488.21,3724.75,1893.00166666667,1714.655,0.0999152727948059,0.0702740480303645,0.0678886431457926,0.5,52189.2731630236,3543.0589418028,50417.7436921222,456111.581394517,8.7395656952294,2018-12-17
HKG,AllCauses,1,1995,1,84,1,1, ,159.25,153.14,3311.505,2799.55,3152.25,1602.66666666667,1374.25166666667,0.104937376515199,0.0716048864580078,0.0691298682737098,0.5,48646.2142212208,3362.90638112766,46964.7610306569,405693.837702395,8.33967954541097,2018-12-17
HKG,AllCauses,1,1995,1,85,1,1, ,120.24,113.06,2646.41,2012.78,2526.17,1283.125,987.546666666667,0.102744929363779,0.0794272927167857,0.0763934310134147,0.5,45283.3078400931,3459.34725354137,43553.6342133224,358729.076671738,7.92188322325087,2018-12-17
HKG,AllCauses,1,1995,1,86,1,1, ,102.18,96.08,1899.725,1475.46,1797.55,915.805,721.716666666667,0.121073207173849,0.0755929799864403,0.0728398878926003,0.5,41823.9605865517,3046.45260034896,40300.7342863773,315175.442458416,7.53576270726878,2018-12-17
HKG,AllCauses,1,1995,1,87,1,1, ,89.27,83.94,1379.38,1123.59,1290.11,659.933333333333,547.805,0.143416827320487,0.0940472232147797,0.0898234024258522,0.5,38777.5079862028,3483.12770491639,37035.9441337446,274874.708172039,7.08850884048145,2018-12-17
HKG,AllCauses,1,1995,1,88,1,1, ,82.05,77.15,1039.65,920.38,957.6,492.475,447.331666666667,0.169396542551305,0.0997320783899781,0.0949950514319428,0.5,35294.3802812864,3352.79147007935,33617.9845462467,237838.764038294,6.7387148362653,2018-12-17
HKG,AllCauses,1,1995,1,89,1,1, ,63.47,59.68,843.23,708.53,779.76,400.458333333333,344.318333333333,0.165351581905985,0.105712454195477,0.100405403391952,0.5,31941.588811207,3207.1081095691,30338.0347564225,204220.779492047,6.3935698596306,2018-12-17
HKG,AllCauses,1,1995,1,90,1,1, ,49.76,45.36,648.85,480.34,599.09,307.838333333333,232.61,0.176002023011759,0.122038996861,0.115020503432335,0.5,28734.4807016379,3305.05443616911,27081.9534835534,173882.744735625,6.05136200445456,2018-12-17
HKG,AllCauses,1,1995,1,91,1,1, ,41.38,37.72,434.98,365.31,393.6,203.696666666667,176.368333333333,0.208122294870614,0.130133771925058,0.122183661552347,0.5,25429.4262654688,3107.0604122904,23875.8960593236,146800.791252071,5.77287075687647,2018-12-17
HKG,AllCauses,1,1995,1,92,1,1, ,38.23,34.86,327.59,281.54,289.36,151.051666666667,134.96,0.255549016065778,0.138680657782548,0.129688046018368,0.5,22322.3658531784,2894.94401000584,20874.8938481755,122924.895192748,5.50680407270741,2018-12-17
HKG,AllCauses,1,1995,1,93,1,1, ,26.19,23.88,246.68,200.91,220.49,114.61,96.475,0.237203022479096,0.147693574160141,0.137536914890568,0.5,19427.4218431726,2671.98766458759,18091.4280108788,102050.001344572,5.25288441093051,2018-12-17
HKG,AllCauses,1,1995,1,94,1,1, ,16.76,15.28,177.035,146.69,160.28,82.9333333333333,70.7983333333333,0.208415095566951,0.157185347606046,0.145731888806387,0.5,16755.434178585,2441.80107061629,15534.5336432769,83958.5733336934,5.01082648404303,2018-12-17
HKG,AllCauses,1,1995,1,95,1,1, ,11.79,10.24,131.41,86.02,119.62,61.775,41.3033333333333,0.213720956554077,0.167167482160284,0.154272785593523,0.5,14313.6331079687,2208.20405153,13209.5310822037,68424.0396904166,4.78034047500655,2018-12-17
HKG,AllCauses,1,1995,1,96,1,1, ,5.36,4.65,75.78,48.62,70.42,36.1033333333333,23.535,0.167845066092837,0.17764991834447,0.163157463325901,0.5,12105.4290564387,1975.0910973202,11117.8835077786,55214.5086082129,4.5611360283711,2018-12-17
HKG,AllCauses,1,1995,1,97,1,1, ,5.9,5.12,43.97,29.64,38.07,20.0183333333333,13.9666666666667,0.324260703251434,0.188640783310149,0.172381676105701,0.5,10130.3379591185,1746.28463691005,9257.19564066348,44096.6251004343,4.35292734343005,2018-12-17
HKG,AllCauses,1,1995,1,98,1,1, ,3.75,3.26,24.52,16.71,20.77,11.01,7.81166666666667,0.372443106349066,0.200146135687725,0.181938947091951,0.5,8384.05332220846,1525.38583380538,7621.36040530577,34839.4294597708,4.15543987148613,2018-12-17
HKG,AllCauses,1,1995,1,99,1,1, ,3.17,3.02,13.45,11.89,10.28,5.66833333333333,5.44166666666667,0.557155715571557,0.212169709394007,0.191820463405701,0.5,6858.66748840308,1315.63277597109,6200.85110041753,27218.069054465,3.96841939057207,2018-12-17
HKG,AllCauses,1,1995,1,100,1,1, ,2.46,1.74,8.87,4.85,6.41,3.615,2.135,0.730434782608696,0.224712661357477,0.202014997496676,0.5,5543.03471243198,1119.77614355593,4983.14664065402,21017.2179540475,3.79164465755732,2018-12-17
HKG,AllCauses,1,1995,1,101,1,1, ,1.4,0.99,3.11,1.78,1.71,1.08833333333333,0.725,1.31801470588235,0.237773328773295,0.212508859334415,0.5,4423.25856887605,939.981633013028,3953.26775236953,16034.0713133935,3.62494551555636,2018-12-17
HKG,AllCauses,1,1995,1,102,1,1, ,0.79,0.72,0.79,1.29,0,0.131666666666667,0.525,2.2994923857868,0.25134700206672,0.22328588337203,0.5,3483.27693586302,777.766567653593,3094.39365203622,12080.803561024,3.46822942403539,2018-12-17
HKG,AllCauses,1,1995,1,103,1,1, ,0.57,0.45,0.57,0.8,0,0.095,0.325,2.42857142857143,0.265425720182673,0.234327453615447,0.5,2705.51036820943,633.975355312706,2388.52269055307,8986.40990898773,3.32152114979147,2018-12-17
HKG,AllCauses,1,1995,1,104,1,1, ,0.35,0.36,0.35,0.36,0,0.0583333333333333,0.12,3.98130841121495,0.279998095087988,0.245612569318557,0.5,2071.53501289672,508.795036950914,1817.13749442126,6597.88721843465,3.18502326890846,2018-12-17
HKG,AllCauses,1,1995,1,105,1,1, ,0,0,0,0,0,0,0,,0.295049172429872,0.25711795283017,0.5,1562.73997594581,401.808503421054,1361.83572423528,4780.74972401339,3.05920997581185,2018-12-17
HKG,AllCauses,1,1995,1,106,1,1, ,0,0,0,0,0,0,0,,0.31056033510229,0.268818199970131,0.5,1160.93147252475,312.079508732777,1004.89171815836,3418.91399977811,2.94497485914718,2018-12-17
HKG,AllCauses,1,1995,1,107,1,1, ,0,0,0,0,0,0,0,,0.32650925600176,0.280685972049718,0.5,848.851963791975,238.260838583262,729.721544500344,2414.02228161975,2.84386722843389,2018-12-17
HKG,AllCauses,1,1995,1,108,1,1, ,0,0,0,0,0,0,0,,0.342869905487229,0.292692227327001,0.5,610.591125208713,178.715276423438,521.233486996994,1684.3007371194,2.75847562727623,2018-12-17
HKG,AllCauses,1,1995,1,109,1,1, ,0,0,0,0,0,0,0,,0.3596126179915,0.304806488361299,0.5,431.875848785275,131.638560876295,366.056568347127,1163.06725012241,2.69305925161996,2018-12-17
HKG,AllCauses,1,1995,1,110,999,1, ,0,0,0,0,0,0,0,,0.376704220877221,1,2.65460258892594,300.23728790898,300.23728790898,797.010681775281,797.010681775281,2.65460258892594,2018-12-17
HKG,AllCauses,2,1995,1,0,1,1, ,123.8,28.26,33071,35500,33950,16453.2938229632,18525.5828404771,0.00434719506469836,0.00434719506469836,0.00433100501741333,0.140095340399377,1e+05,433.100501741333,99627.5748604773,8219919.43994158,82.1991943994158,2018-12-17
HKG,AllCauses,2,1995,1,1,1,1, ,7.36,6.64,35789.55,36450,36100,17257.197311411,18810.3039234953,0.000388161073560891,0.000388161073560891,0.000388085753669502,0.5,99566.8994982587,38.6404952323173,99547.5792506425,8120291.8650811,81.5561386967073,2018-12-17
HKG,AllCauses,2,1995,1,2,1,1, ,3.26,2.74,36623.31,37000,36800,17808.39647183,19366.5849102733,0.000161398870340484,0.000161398870340484,0.00016138584659382,0.5,99528.2590030263,16.0624523392124,99520.2277768567,8020744.28583046,80.5876076420323,2018-12-17
HKG,AllCauses,2,1995,1,3,1,1, ,4.41,3.59,37450.835,35800,37900,18062.4899229526,18750.7126022819,0.000217313340085427,0.000217313340085427,0.000217289730106919,0.5,99512.1965506871,21.6229783308455,99501.3850615217,7921224.0580536,79.6005347346431,2018-12-17
HKG,AllCauses,2,1995,1,4,1,1, ,3.83,3.17,36125.12,35000,36450,17358.7513791813,18168.796173818,0.000197030205632897,0.000197030205632897,0.000197010797093966,0.5,99490.5735723563,19.6007172028257,99480.7732137549,7821722.67299208,78.6177262040166,2018-12-17
HKG,AllCauses,2,1995,1,5,1,1, ,1.58,1.42,35224.205,36650,35450,17047.2732163156,18783.0122914491,8.37280517720095e-05,8.37280517720095e-05,8.37245467254181e-05,0.5,99470.9728551534,8.32816211463409,99466.8087740961,7722241.89977833,77.6331192721239,2018-12-17
HKG,AllCauses,2,1995,1,6,1,1, ,2.08,1.92,36850.33,37550,37050,18062.0651689098,20257.4126679769,0.000104385556009575,0.000104385556009575,0.000104380108121763,0.5,99462.6446930388,10.3819216071359,99457.4537322353,7622775.09100423,76.6395777483055,2018-12-17
HKG,AllCauses,2,1995,1,7,1,1, ,2.73,2.27,38150.405,37200,38750,17845.2131296525,19177.0863434291,0.00013505373980445,0.00013505373980445,0.00013504462066392,0.5,99452.2627714317,13.4304931001365,99445.5475248816,7523317.63727199,75.6475260353062,2018-12-17
HKG,AllCauses,2,1995,1,8,1,1, ,2.65,2.35,37275.19,37900,37350,18095.5974768498,19520.8511731027,0.000132920575425089,0.000132920575425089,0.00013291174207247,0.5,99438.8322783316,13.2165884277653,99432.2239841177,7423872.08974711,74.6576756751078,2018-12-17
HKG,AllCauses,2,1995,1,9,1,1, ,2.09,1.91,38174.87,38300,38450,18645.7708979011,19870.3799910409,0.000103852537381881,0.000103852537381881,0.000103847144987127,0.5,99425.6156899038,10.3250663279838,99420.4531567398,7324439.865763,73.6675334111787,2018-12-17
HKG,AllCauses,2,1995,1,10,1,1, ,2.58,2.43,38800.335,40350,39300,18910.8568819209,21065.0389041598,0.000125325521829693,0.000125325521829693,0.000125317669078557,0.5,99415.2906235758,12.4584924917139,99409.0613773299,7225019.41260626,72.6751324397666,2018-12-17
HKG,AllCauses,2,1995,1,11,1,1, ,4.53,4.48,40676.05,42100,41000,19595.8619524434,21823.5043399667,0.000217531092494069,0.000217531092494069,0.000217507435179069,0.5,99402.8321310841,21.6208550663677,99392.0217035509,7125610.35122893,71.6841783927471,2018-12-17
HKG,AllCauses,2,1995,1,12,1,1, ,2.05,1.95,42323.785,43050,42550,20492.7363522559,22392.6983676866,9.32717605900805e-05,9.32717605900805e-05,9.32674109822665e-05,0.5,99381.2112760177,9.2690282759958,99376.5767618797,7026218.32952537,70.6996648492341,2018-12-17
HKG,AllCauses,2,1995,1,13,1,1, ,2.58,2.42,43650.315,42950,44250,21233.1492954402,22464.0569009534,0.000114423791249443,0.000114423791249443,0.000114417245221951,0.5,99371.9422477417,11.3698638843415,99366.2573157996,6926841.75276349,69.7062128009369,2018-12-17
HKG,AllCauses,2,1995,1,14,1,1, ,3.13,2.87,43425.355,41050,43900,20939.0899329935,21387.8996678576,0.000141753525506557,0.000141753525506557,0.000141743479187611,0.5,99360.5723838574,14.0837132237604,99353.5305272455,6827475.4954477,68.7141320912612,2018-12-17
HKG,AllCauses,2,1995,1,15,1,1, ,3.15,2.85,41750.14,40150,42450,20332.6158350903,20876.4279964336,0.000145599107432096,0.000145599107432096,0.00014558850865364,0.5,99346.4886706336,14.4637071255333,99339.2568170708,6728121.96492045,67.7238023703726,2018-12-17
HKG,AllCauses,2,1995,1,16,1,1, ,5.72,5.28,40876.435,39800,41600,19969.9733013422,20955.08164039,0.000268784000795147,0.000268784000795147,0.000268747883229517,0.5,99332.0249635081,26.6952714458444,99318.6773277852,6628782.70810338,66.7335908085898,2018-12-17
HKG,AllCauses,2,1995,1,17,1,1, ,5.2,4.8,40674.96,39750,41550,19673.2851554171,20553.2853208093,0.000248591910312362,0.000248591910312362,0.000248561015183566,0.5,99305.3296920622,24.6834335613977,99292.9879752815,6529464.03077559,65.7513957309535,2018-12-17
HKG,AllCauses,2,1995,1,18,1,1, ,3.14,2.87,40624.17,40350,41500,20041.4501789635,21248.2529768601,0.00014555687109977,0.00014555687109977,0.000145546278469323,0.5,99280.6462585008,14.4499285869541,99273.4212942074,6430171.04280031,64.7676187165203,2018-12-17
HKG,AllCauses,2,1995,1,19,1,1, ,4.12,3.88,41400.625,40950,42450,20095.9448677202,21009.8735177931,0.000194619650312555,0.000194619650312555,0.000194600713751125,0.5,99266.1963299139,19.3172726571605,99256.5376935853,6330897.62150611,63.776973990876,2018-12-17
HKG,AllCauses,2,1995,1,20,1,1, ,9.26,8.75,41802.69,41250,42650,20768.6626859099,21374.684338801,0.000427350964541088,0.000427350964541088,0.000427259669625126,0.5,99246.8790572567,42.4041887573284,99225.6769628781,6231641.08381252,62.7892901319084,2018-12-17
HKG,AllCauses,2,1995,1,21,1,1, ,3.7,3.3,43072.475,43000,44900,21632.8431685084,22261.2923787047,0.000159474606635566,0.000159474606635566,0.00015946189157435,0.5,99204.4748684994,15.8193332151709,99196.5652018918,6132415.40684964,61.8159152092531,2018-12-17
HKG,AllCauses,2,1995,1,22,1,1, ,3.71,3.29,44625.205,44700,46250,22306.108329266,23441.8276169525,0.000153012367776094,0.000153012367776094,0.000153000662279291,0.5,99188.6555352842,15.1759299874909,99181.0675702905,6033218.84164775,60.8256943204716,2018-12-17
HKG,AllCauses,2,1995,1,23,1,1, ,10,9.01,46653.355,46800,48600,23113.7718603044,24316.0242643697,0.000400802903517237,0.000400802903517237,0.00040072259812682,0.5,99173.4796052967,39.7410544127117,99153.6090780904,5934037.77407746,59.8349256040476,2018-12-17
HKG,AllCauses,2,1995,1,24,1,1, ,6.85,6.15,48473.92,48950,50150,24092.7275272937,24473.975,0.000267673103659739,0.000267673103659739,0.000267637284008506,0.5,99133.738550884,26.531884539368,99120.4726086143,5834884.16499937,58.8587119813342,2018-12-17
HKG,AllCauses,2,1995,1,25,1,1, ,9.87,9.14,51101.86,51700,53250,26626.645,25848.4766666667,0.000362266906606823,0.000362266906606823,0.000362201299834593,0.5,99107.2066663447,35.8967590775257,99089.2582868059,5735763.69239075,57.8743351298441,2018-12-17
HKG,AllCauses,2,1995,1,26,1,1, ,8.95,8.05,53449.905,54700,55200,27601.4916666667,27348.6583333333,0.000309371311998238,0.000309371311998238,0.000309323464095279,0.5,99071.3099072671,30.6450807729728,99055.9873668807,5636674.43410395,56.8951237182591,2018-12-17
HKG,AllCauses,2,1995,1,27,1,1, ,10.84,10.17,56551.395,57550,58400,29201.8066666667,28773.305,0.000362396887147005,0.000362396887147005,0.000362331233291474,0.5,99040.6648264942,35.8855262325912,99022.7220633779,5537618.44673707,55.9125734508974,2018-12-17
HKG,AllCauses,2,1995,1,28,1,1, ,12.99,12.02,58876.41,60750,60200,30102.165,30372.9966666667,0.000413558216476588,0.000413558216476588,0.000413472718956481,0.5,99004.7793002616,40.9357752869655,98984.3114126181,5438595.72467369,54.9326584343926,2018-12-17
HKG,AllCauses,2,1995,1,29,1,1, ,13.22,12.79,61050.6,64000,61350,30677.2033333333,31997.8683333333,0.000414997531049227,0.000414997531049227,0.000414911437438156,0.5,98963.8435249746,41.061230571352,98943.3129096889,5339611.41326107,53.9551741633151,2018-12-17
HKG,AllCauses,2,1995,1,30,1,1, ,12.9,12.11,64400.055,66500,64800,32402.15,33247.9816666667,0.000380958870379519,0.000380958870379519,0.000380886319368534,0.5,98922.7822944033,37.67833444981,98903.9431271784,5240668.10035138,52.977362532674,2018-12-17
HKG,AllCauses,2,1995,1,31,1,1, ,14.46,13.55,67476.175,68200,68450,34227.41,34097.7416666667,0.000409951523220183,0.000409951523220183,0.000409867510315097,0.5,98885.1039599535,40.5297913673156,98864.8390642698,5141764.15722421,51.9973580581613,2018-12-17
HKG,AllCauses,2,1995,1,32,1,1, ,12.75,11.26,69424.6,68750,70650,35327.125,34373.1233333333,0.000344475099789817,0.000344475099789817,0.000344415778459989,0.5,98844.5741685861,34.0436309588198,98827.5523531067,5042899.31815994,51.0184738067557,2018-12-17
HKG,AllCauses,2,1995,1,33,1,1, ,15.38,13.63,70477.06,68350,72200,36102.5633333333,34172.7283333333,0.000412805117018962,0.000412805117018962,0.000412719930569344,0.5,98810.5305376273,40.7810753030096,98790.1399999758,4944071.76580683,50.0358791609171,2018-12-17
HKG,AllCauses,2,1995,1,34,1,1, ,16.34,14.67,68676.355,67700,69000,34502.7233333333,33847.555,0.000453692373405843,0.000453692373405843,0.000453589478362348,0.5,98769.7494623243,44.8009191365955,98747.349002756,4845281.62580685,49.0563320468387,2018-12-17
HKG,AllCauses,2,1995,1,35,1,1, ,16.1,13.91,68325.715,67050,68950,34477.6833333333,33522.6816666667,0.000441321160555535,0.000441321160555535,0.000441223799855827,0.5,98724.9485431877,43.5597969367963,98703.1686447193,4746534.2768041,48.0783666828421,2018-12-17
HKG,AllCauses,2,1995,1,36,1,1, ,20.34,18.68,67653.215,65250,68250,34128.39,32621.8866666667,0.000584566865465676,0.000584566865465676,0.0005843960561803,0.5,98681.3887462509,57.6690144017041,98652.5542390501,4647831.10815938,47.0993686571517,2018-12-17
HKG,AllCauses,2,1995,1,37,1,1, ,21.65,18.36,65526.485,62800,65800,32903.6083333333,31396.94,0.000622234196084746,0.000622234196084746,0.000622040668597067,0.5,98623.7197318492,61.3479645615293,98593.0457495685,4549178.55392033,46.1266170682795,2018-12-17
HKG,AllCauses,2,1995,1,38,1,1, ,22,20.02,63476.82,59700,64150,32078.6666666667,29846.6633333333,0.000678559161493366,0.000678559161493366,0.000678329018308426,0.5,98562.3717672877,66.8577168830544,98528.9429088461,4450585.50817076,45.1550163451716,2018-12-17
HKG,AllCauses,2,1995,1,39,1,1, ,22.1,18.92,60251.04,56400,60800,30403.6833333333,28196.8466666667,0.000699993668999239,0.000699993668999239,0.000699748759148592,0.5,98495.5140504046,68.9221137384734,98461.0529935354,4352056.56526191,44.1853276996429,2018-12-17
HKG,AllCauses,2,1995,1,40,1,1, ,25.86,22.16,56978.47,53150,57550,28779.31,26571.3066666667,0.000867560343350586,0.000867560343350586,0.000867184176049825,0.5,98426.5919366662,85.3539830299902,98383.9149451512,4253595.51226838,43.2159178589198,2018-12-17
HKG,AllCauses,2,1995,1,41,1,1, ,27.21,22.81,53627.525,50250,54100,27054.535,25121.1983333333,0.00095868321927435,0.00095868321927435,0.000958223902686443,0.5,98341.2379536362,94.2329248269494,98294.1214912227,4155211.59732323,42.2529925775618,2018-12-17
