PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
AUS,1,2016,2016,2,1,63,O,25392,.,.,.,1
AUS,1,2016,2016,3,1,50,O,26301,.,.,.,0
AUS,1,2016,2016,3,1,55,O,26738,.,.,.,0
AUS,1,2016,2016,3,1,63,O,27365,.,.,.,1
AUS,1,2016,2016,4,1,50,O,24843,.,.,.,0
AUS,1,2016,2016,4,1,55,O,25323,.,.,.,0
AUS,1,2016,2016,4,1,63,O,25928,.,.,.,1
AUS,1,2016,2016,5,1,50,O,25146,.,.,.,0
AUS,1,2016,2016,5,1,55,O,25700,.,.,.,0
AUS,1,2016,2016,5,1,63,O,26293,.,.,.,1
AUS,1,2016,2016,6,1,50,O,24756,.,.,.,0
AUS,1,2016,2016,6,1,55,O,25445,.,.,.,0
AUS,1,2016,2016,6,1,63,O,26016,.,.,.,1
AUS,1,2016,2016,7,1,50,O,24305,.,.,.,0
AUS,1,2016,2016,7,1,55,O,25211,.,.,.,0
AUS,1,2016,2016,7,1,63,O,25785,.,.,.,1
AUS,1,2016,2016,8,1,50,O,24063,.,.,.,0
AUS,1,2016,2016,8,1,55,O,25382,.,.,.,0
AUS,1,2016,2016,8,1,63,O,26003,.,.,.,1
AUS,1,2016,2016,9,1,50,O,23497,.,.,.,0
AUS,1,2016,2016,9,1,55,O,25603,.,.,.,0
AUS,1,2016,2016,9,1,63,O,26248,.,.,.,1
AUS,1,2016,2016,10,1,50,O,20640,.,.,.,0
AUS,1,2016,2016,10,1,55,O,25035,.,.,.,0
AUS,1,2016,2016,10,1,63,O,25661,.,.,.,1
AUS,1,2016,2016,11,1,50,O,13528,.,.,.,0
AUS,1,2016,2016,11,1,55,O,23783,.,.,.,0
AUS,1,2016,2016,11,1,63,O,24387,.,.,.,1
AUS,1,2016,2016,12,1,50,O,3374,.,.,.,0
AUS,1,2016,2016,12,1,55,O,23820,.,.,.,0
AUS,1,2016,2016,12,1,63,O,24511,.,.,.,1
AUS,1,2016,2016,TOT,1,63,O,308987,.,.,.,1
AUS,1,2017,2017,1,1,55,O,24650,.,.,.,0
AUS,1,2017,2017,1,1,58,O,24998,.,.,.,0
AUS,1,2017,2017,1,1,63,O,25373,.,.,.,1
AUS,1,2017,2017,2,1,55,O,22749,.,.,.,0
AUS,1,2017,2017,2,1,58,O,23100,.,.,.,0
AUS,1,2017,2017,2,1,63,O,23480,.,.,.,1
AUS,1,2017,2017,3,1,55,O,25543,.,.,.,0
AUS,1,2017,2017,3,1,58,O,26002,.,.,.,0
AUS,1,2017,2017,3,1,63,O,26426,.,.,.,1
AUS,1,2017,2017,4,1,55,O,23596,.,.,.,0
AUS,1,2017,2017,4,1,58,O,24071,.,.,.,0
AUS,1,2017,2017,4,1,63,O,24461,.,.,.,1
AUS,1,2017,2017,5,1,55,O,24546,.,.,.,0
AUS,1,2017,2017,5,1,58,O,25162,.,.,.,0
AUS,1,2017,2017,5,1,63,O,25608,.,.,.,1
AUS,1,2017,2017,6,1,55,O,23996,.,.,.,0
AUS,1,2017,2017,6,1,58,O,24678,.,.,.,0
AUS,1,2017,2017,6,1,63,O,25070,.,.,.,1
AUS,1,2017,2017,7,1,55,O,23788,.,.,.,0
AUS,1,2017,2017,7,1,58,O,24612,.,.,.,0
AUS,1,2017,2017,7,1,63,O,24973,.,.,.,1
AUS,1,2017,2017,8,1,55,O,24186,.,.,.,0
AUS,1,2017,2017,8,1,58,O,25359,.,.,.,0
AUS,1,2017,2017,8,1,63,O,25795,.,.,.,1
AUS,1,2017,2017,9,1,55,O,22977,.,.,.,0
AUS,1,2017,2017,9,1,58,O,24761,.,.,.,0
AUS,1,2017,2017,9,1,63,O,25185,.,.,.,1
AUS,1,2017,2017,10,1,55,O,21098,.,.,.,0
AUS,1,2017,2017,10,1,58,O,24678,.,.,.,0
AUS,1,2017,2017,10,1,63,O,25156,.,.,.,1
AUS,1,2017,2017,11,1,55,O,15020,.,.,.,0
AUS,1,2017,2017,11,1,58,O,23402,.,.,.,0
AUS,1,2017,2017,11,1,63,O,23888,.,.,.,1
AUS,1,2017,2017,12,1,55,O,3590,.,.,.,0
AUS,1,2017,2017,12,1,58,O,23236,.,.,.,0
AUS,1,2017,2017,12,1,63,O,23774,.,.,.,1
AUS,1,2017,2017,TOT,1,58,O,294059,.,.,.,0
AUS,1,2017,2017,TOT,1,63,O,299189,.,.,.,1
AUS,1,2018,2018,1,1,58,O,24960,.,.,.,0
AUS,1,2018,2018,1,1,63,O,25529,.,.,.,1
AUS,1,2018,2018,2,1,58,O,22840,.,.,.,0
AUS,1,2018,2018,2,1,63,O,23381,.,.,.,1
AUS,1,2018,2018,3,1,58,O,25100,.,.,.,0
AUS,1,2018,2018,3,1,63,O,25768,.,.,.,1
AUS,1,2018,2018,4,1,58,O,23531,.,.,.,0
AUS,1,2018,2018,4,1,63,O,24137,.,.,.,1
AUS,1,2018,2018,5,1,58,O,24707,.,.,.,0
AUS,1,2018,2018,5,1,63,O,25387,.,.,.,1
AUS,1,2018,2018,6,1,58,O,23748,.,.,.,0
AUS,1,2018,2018,6,1,63,O,24503,.,.,.,1
AUS,1,2018,2018,7,1,58,O,24054,.,.,.,0
AUS,1,2018,2018,7,1,63,O,24915,.,.,.,1
AUS,1,2018,2018,8,1,58,O,24198,.,.,.,0
AUS,1,2018,2018,8,1,63,O,25195,.,.,.,1
AUS,1,2018,2018,9,1,58,O,23060,.,.,.,0
AUS,1,2018,2018,9,1,63,O,24385,.,.,.,1
AUS,1,2018,2018,10,1,58,O,23208,.,.,.,0
AUS,1,2018,2018,10,1,63,O,25344,.,.,.,1
AUS,1,2018,2018,11,1,58,O,18953,.,.,.,0
AUS,1,2018,2018,11,1,63,O,24123,.,.,.,1
AUS,1,2018,2018,12,1,58,O,6299,.,.,.,0
AUS,1,2018,2018,12,1,63,O,23780,.,.,.,1
AUS,1,2018,2018,TOT,1,58,O,264658,.,.,.,0
AUS,1,2018,2018,TOT,1,63,O,296447,.,.,.,1
AUS,1,2019,2019,1,1,63,O,24796,.,.,.,1
AUS,1,2019,2019,2,1,63,O,23293,.,.,.,1
AUS,1,2019,2019,3,1,63,O,25632,.,.,.,1
AUS,1,2019,2019,4,1,63,O,24666,.,.,.,1
AUS,1,2019,2019,5,1,63,O,26004,.,.,.,1
AUS,1,2019,2019,6,1,63,O,24041,.,.,.,1
AUS,1,2019,2019,7,1,63,O,25049,.,.,.,1
AUS,1,2019,2019,8,1,63,O,24666,.,.,.,1
AUS,1,2019,2019,9,1,63,O,24557,.,.,.,1
AUS,1,2019,2019,10,1,63,O,25616,.,.,.,1
AUS,1,2019,2019,11,1,63,O,23332,.,.,.,1
AUS,1,2019,2019,12,1,63,O,23231,.,.,.,1
AUS,1,2019,2019,TOT,1,63,O,294883,.,.,.,1
AUS,1,2020,2020,1,1,63,O,24611,.,.,.,1
AUS,1,2020,2020,2,1,63,O,22798,.,.,.,1
AUS,1,2020,2020,3,1,63,O,24794,.,.,.,1
AUS,1,2020,2020,4,1,63,O,23729,.,.,.,1
AUS,1,2020,2020,5,1,63,O,24424,.,.,.,1
AUS,1,2020,2020,6,1,63,O,23776,.,.,.,1
AUS,1,2020,2020,7,1,63,O,24490,.,.,.,1
AUS,1,2020,2020,8,1,63,O,23926,.,.,.,1
AUS,1,2020,2020,9,1,63,O,23760,.,.,.,1
AUS,1,2020,2020,10,1,63,O,23806,.,.,.,1
AUS,1,2020,2020,11,1,63,O,22238,.,.,.,1
AUS,1,2020,2020,12,1,63,O,22695,.,.,.,1
AUS,1,2020,2020,TOT,1,63,O,285047,.,.,.,1
