PopName,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
ESP,70,f,55,1,C,31,12,1960,26,O,356,25,.,.,0
ESP,35,f,56,1,C,31,12,1960,25,O,158830,28,.,.,0
ESP,10,f,56,1,E,31,12,1960,25,O,159013,4,.,.,1
ESP,60,f,56,1,C,31,12,1960,26,O,205,24,.,.,0
ESP,70,f,56,1,C,31,12,1960,26,O,288,25,.,.,0
ESP,35,f,57,1,C,31,12,1960,25,O,153772,28,.,.,0
ESP,10,f,57,1,E,31,12,1960,25,O,153949,4,.,.,1
ESP,60,f,57,1,C,31,12,1960,26,O,253,24,.,.,0
ESP,70,f,57,1,C,31,12,1960,26,O,264,25,.,.,0
ESP,35,f,58,1,C,31,12,1960,25,O,158481,28,.,.,0
ESP,10,f,58,1,E,31,12,1960,25,O,158663,4,.,.,1
ESP,60,f,58,1,C,31,12,1960,26,O,262,24,.,.,0
ESP,70,f,58,1,C,31,12,1960,26,O,319,25,.,.,0
ESP,35,f,59,1,C,31,12,1960,25,O,141927,28,.,.,0
ESP,10,f,59,1,E,31,12,1960,25,O,142090,4,.,.,1
ESP,60,f,59,1,C,31,12,1960,26,O,282,24,.,.,0
ESP,70,f,59,1,C,31,12,1960,26,O,212,25,.,.,0
ESP,35,f,60,1,C,31,12,1960,25,O,180645,28,.,.,0
ESP,10,f,60,1,E,31,12,1960,25,O,180853,4,.,.,1
ESP,60,f,60,1,C,31,12,1960,26,O,302,24,.,.,0
ESP,70,f,60,1,C,31,12,1960,26,O,439,25,.,.,0
ESP,35,f,61,1,C,31,12,1960,25,O,118047,28,.,.,0
ESP,10,f,61,1,E,31,12,1960,25,O,118183,4,.,.,1
ESP,60,f,61,1,C,31,12,1960,26,O,170,24,.,.,0
ESP,70,f,61,1,C,31,12,1960,26,O,188,25,.,.,0
ESP,35,f,62,1,C,31,12,1960,25,O,125571,28,.,.,0
ESP,10,f,62,1,E,31,12,1960,25,O,125715,4,.,.,1
ESP,60,f,62,1,C,31,12,1960,26,O,242,24,.,.,0
ESP,70,f,62,1,C,31,12,1960,26,O,292,25,.,.,0
ESP,35,f,63,1,C,31,12,1960,25,O,125498,28,.,.,0
ESP,10,f,63,1,E,31,12,1960,25,O,125642,4,.,.,1
ESP,60,f,63,1,C,31,12,1960,26,O,154,24,.,.,0
ESP,70,f,63,1,C,31,12,1960,26,O,248,25,.,.,0
ESP,35,f,64,1,C,31,12,1960,25,O,130233,28,.,.,0
ESP,10,f,64,1,E,31,12,1960,25,O,130383,4,.,.,1
ESP,60,f,64,1,C,31,12,1960,26,O,242,24,.,.,0
ESP,70,f,64,1,C,31,12,1960,26,O,220,25,.,.,0
ESP,35,f,65,1,C,31,12,1960,25,O,130128,28,.,.,0
ESP,10,f,65,1,E,31,12,1960,25,O,130278,4,.,.,1
ESP,60,f,65,1,C,31,12,1960,26,O,194,24,.,.,0
ESP,70,f,65,1,C,31,12,1960,26,O,244,25,.,.,0
ESP,35,f,66,1,C,31,12,1960,25,O,115794,28,.,.,0
ESP,10,f,66,1,E,31,12,1960,25,O,115927,4,.,.,1
ESP,60,f,66,1,C,31,12,1960,26,O,139,24,.,.,0
ESP,70,f,66,1,C,31,12,1960,26,O,279,25,.,.,0
ESP,35,f,67,1,C,31,12,1960,25,O,107911,28,.,.,0
ESP,10,f,67,1,E,31,12,1960,25,O,108035,4,.,.,1
ESP,60,f,67,1,C,31,12,1960,26,O,186,24,.,.,0
ESP,70,f,67,1,C,31,12,1960,26,O,223,25,.,.,0
ESP,35,f,68,1,C,31,12,1960,25,O,107405,28,.,.,0
ESP,10,f,68,1,E,31,12,1960,25,O,107529,4,.,.,1
ESP,60,f,68,1,C,31,12,1960,26,O,156,24,.,.,0
ESP,70,f,68,1,C,31,12,1960,26,O,223,25,.,.,0
ESP,35,f,69,1,C,31,12,1960,25,O,86757,28,.,.,0
ESP,10,f,69,1,E,31,12,1960,25,O,86857,4,.,.,1
ESP,60,f,69,1,C,31,12,1960,26,O,111,24,.,.,0
ESP,70,f,69,1,C,31,12,1960,26,O,136,25,.,.,0
ESP,35,f,70,1,C,31,12,1960,25,O,104240,28,.,.,0
ESP,10,f,70,1,E,31,12,1960,25,O,104360,4,.,.,1
ESP,60,f,70,1,C,31,12,1960,26,O,143,24,.,.,0
ESP,70,f,70,1,C,31,12,1960,26,O,184,25,.,.,0
ESP,35,f,71,1,C,31,12,1960,25,O,78408,28,.,.,0
ESP,10,f,71,1,E,31,12,1960,25,O,78498,4,.,.,1
ESP,60,f,71,1,C,31,12,1960,26,O,115,24,.,.,0
ESP,70,f,71,1,C,31,12,1960,26,O,176,25,.,.,0
ESP,35,f,72,1,C,31,12,1960,25,O,92830,28,.,.,0
ESP,10,f,72,1,E,31,12,1960,25,O,92937,4,.,.,1
ESP,60,f,72,1,C,31,12,1960,26,O,135,24,.,.,0
ESP,70,f,72,1,C,31,12,1960,26,O,191,25,.,.,0
ESP,35,f,73,1,C,31,12,1960,25,O,73833,28,.,.,0
ESP,10,f,73,1,E,31,12,1960,25,O,73918,4,.,.,1
ESP,60,f,73,1,C,31,12,1960,26,O,115,24,.,.,0
ESP,70,f,73,1,C,31,12,1960,26,O,124,25,.,.,0
ESP,35,f,74,1,C,31,12,1960,25,O,71380,28,.,.,0
ESP,10,f,74,1,E,31,12,1960,25,O,71462,4,.,.,1
ESP,60,f,74,1,C,31,12,1960,26,O,99,24,.,.,0
ESP,70,f,74,1,C,31,12,1960,26,O,172,25,.,.,0
ESP,35,f,75,1,C,31,12,1960,25,O,68676,28,.,.,0
ESP,10,f,75,1,E,31,12,1960,25,O,68755,4,.,.,1
ESP,60,f,75,1,C,31,12,1960,26,O,68,24,.,.,0
ESP,70,f,75,1,C,31,12,1960,26,O,144,25,.,.,0
ESP,35,f,76,1,C,31,12,1960,25,O,59859,28,.,.,0
ESP,10,f,76,1,E,31,12,1960,25,O,59928,4,.,.,1
ESP,60,f,76,1,C,31,12,1960,26,O,87,24,.,.,0
ESP,70,f,76,1,C,31,12,1960,26,O,108,25,.,.,0
ESP,35,f,77,1,C,31,12,1960,25,O,50834,28,.,.,0
ESP,10,f,77,1,E,31,12,1960,25,O,50892,4,.,.,1
ESP,60,f,77,1,C,31,12,1960,26,O,60,24,.,.,0
ESP,70,f,77,1,C,31,12,1960,26,O,96,25,.,.,0
ESP,35,f,78,1,C,31,12,1960,25,O,50120,28,.,.,0
ESP,10,f,78,1,E,31,12,1960,25,O,50178,4,.,.,1
ESP,60,f,78,1,C,31,12,1960,26,O,60,24,.,.,0
ESP,70,f,78,1,C,31,12,1960,26,O,96,25,.,.,0
ESP,35,f,79,1,C,31,12,1960,25,O,38186,28,.,.,0
ESP,10,f,79,1,E,31,12,1960,25,O,38230,4,.,.,1
ESP,60,f,79,1,C,31,12,1960,26,O,44,24,.,.,0
ESP,70,f,79,1,C,31,12,1960,26,O,84,25,.,.,0
ESP,35,f,80,+,C,31,12,1960,25,O,241778,28,.,.,0
ESP,10,f,80,+,E,31,12,1960,25,O,242056,4,.,.,1
ESP,60,f,80,+,C,31,12,1960,26,O,323,24,.,.,0
ESP,70,f,80,+,C,31,12,1960,26,O,480,25,.,.,0
ESP,30,f,TOT,.,C,31,12,1960,25,O,15667310,26,.,.,0
ESP,35,f,TOT,.,C,31,12,1960,25,O,15718404,28,.,.,0
ESP,10,f,TOT,.,E,31,12,1960,25,O,15736486,4,.,.,1
ESP,50,f,TOT,.,C,31,12,1960,25,O,69176,27,.,.,0
ESP,60,f,TOT,.,C,31,12,1960,26,O,32745,24,.,.,0
ESP,70,f,TOT,.,C,31,12,1960,26,O,36117,25,.,.,0
ESP,35,f,UNK,.,C,31,12,1960,25,O,48263,28,.,.,0
ESP,10,f,UNK,.,E,31,12,1960,25,O,48318,4,.,.,1
ESP,60,f,UNK,.,C,31,12,1960,26,O,28,24,.,.,0
ESP,70,f,UNK,.,C,31,12,1960,26,O,36,25,.,.,0
ESP,35,m,0,1,C,31,12,1960,25,O,298985,28,.,.,0
ESP,10,m,0,1,E,31,12,1960,25,O,299729,4,.,.,1
ESP,60,m,0,1,C,31,12,1960,26,O,946,24,.,.,0
ESP,70,m,0,1,C,31,12,1960,26,O,703,25,.,.,0
ESP,35,m,1,1,C,31,12,1960,25,O,318631,28,.,.,0
ESP,10,m,1,1,E,31,12,1960,25,O,319424,4,.,.,1
ESP,60,m,1,1,C,31,12,1960,26,O,946,24,.,.,0
ESP,70,m,1,1,C,31,12,1960,26,O,894,25,.,.,0
ESP,35,m,2,1,C,31,12,1960,25,O,308152,28,.,.,0
ESP,10,m,2,1,E,31,12,1960,25,O,308919,4,.,.,1
ESP,60,m,2,1,C,31,12,1960,26,O,968,24,.,.,0
ESP,70,m,2,1,C,31,12,1960,26,O,737,25,.,.,0
ESP,35,m,3,1,C,31,12,1960,25,O,301816,28,.,.,0
ESP,10,m,3,1,E,31,12,1960,25,O,302567,4,.,.,1
ESP,60,m,3,1,C,31,12,1960,26,O,858,24,.,.,0
ESP,70,m,3,1,C,31,12,1960,26,O,867,25,.,.,0
ESP,35,m,4,1,C,31,12,1960,25,O,286051,28,.,.,0
ESP,10,m,4,1,E,31,12,1960,25,O,286763,4,.,.,1
ESP,60,m,4,1,C,31,12,1960,26,O,812,24,.,.,0
ESP,70,m,4,1,C,31,12,1960,26,O,822,25,.,.,0
ESP,35,m,5,1,C,31,12,1960,25,O,283997,28,.,.,0
ESP,10,m,5,1,E,31,12,1960,25,O,284704,4,.,.,1
ESP,60,m,5,1,C,31,12,1960,26,O,780,24,.,.,0
ESP,70,m,5,1,C,31,12,1960,26,O,684,25,.,.,0
ESP,35,m,6,1,C,31,12,1960,25,O,273515,28,.,.,0
ESP,10,m,6,1,E,31,12,1960,25,O,274195,4,.,.,1
ESP,60,m,6,1,C,31,12,1960,26,O,780,24,.,.,0
ESP,70,m,6,1,C,31,12,1960,26,O,561,25,.,.,0
ESP,35,m,7,1,C,31,12,1960,25,O,278557,28,.,.,0
ESP,10,m,7,1,E,31,12,1960,25,O,279250,4,.,.,1
ESP,60,m,7,1,C,31,12,1960,26,O,762,24,.,.,0
ESP,70,m,7,1,C,31,12,1960,26,O,654,25,.,.,0
ESP,35,m,8,1,C,31,12,1960,25,O,282717,28,.,.,0
ESP,10,m,8,1,E,31,12,1960,25,O,283420,4,.,.,1
ESP,60,m,8,1,C,31,12,1960,26,O,707,24,.,.,0
ESP,70,m,8,1,C,31,12,1960,26,O,647,25,.,.,0
ESP,35,m,9,1,C,31,12,1960,25,O,257921,28,.,.,0
ESP,10,m,9,1,E,31,12,1960,25,O,258563,4,.,.,1
ESP,60,m,9,1,C,31,12,1960,26,O,633,24,.,.,0
ESP,70,m,9,1,C,31,12,1960,26,O,583,25,.,.,0
ESP,35,m,10,1,C,31,12,1960,25,O,269732,28,.,.,0
ESP,10,m,10,1,E,31,12,1960,25,O,270403,4,.,.,1
ESP,60,m,10,1,C,31,12,1960,26,O,739,24,.,.,0
ESP,70,m,10,1,C,31,12,1960,26,O,598,25,.,.,0
ESP,35,m,11,1,C,31,12,1960,25,O,271931,28,.,.,0
ESP,10,m,11,1,E,31,12,1960,25,O,272608,4,.,.,1
ESP,60,m,11,1,C,31,12,1960,26,O,730,24,.,.,0
ESP,70,m,11,1,C,31,12,1960,26,O,546,25,.,.,0
ESP,35,m,12,1,C,31,12,1960,25,O,297572,28,.,.,0
ESP,10,m,12,1,E,31,12,1960,25,O,298312,4,.,.,1
ESP,60,m,12,1,C,31,12,1960,26,O,698,24,.,.,0
ESP,70,m,12,1,C,31,12,1960,26,O,646,25,.,.,0
ESP,35,m,13,1,C,31,12,1960,25,O,270745,28,.,.,0
ESP,10,m,13,1,E,31,12,1960,25,O,271419,4,.,.,1
ESP,60,m,13,1,C,31,12,1960,26,O,620,24,.,.,0
ESP,70,m,13,1,C,31,12,1960,26,O,605,25,.,.,0
ESP,35,m,14,1,C,31,12,1960,25,O,259349,28,.,.,0
ESP,10,m,14,1,E,31,12,1960,25,O,259994,4,.,.,1
ESP,60,m,14,1,C,31,12,1960,26,O,661,24,.,.,0
ESP,70,m,14,1,C,31,12,1960,26,O,516,25,.,.,0
ESP,35,m,15,1,C,31,12,1960,25,O,274741,28,.,.,0
ESP,10,m,15,1,E,31,12,1960,25,O,275424,4,.,.,1
ESP,60,m,15,1,C,31,12,1960,26,O,693,24,.,.,0
ESP,70,m,15,1,C,31,12,1960,26,O,625,25,.,.,0
ESP,35,m,16,1,C,31,12,1960,25,O,257293,28,.,.,0
ESP,10,m,16,1,E,31,12,1960,25,O,257933,4,.,.,1
ESP,60,m,16,1,C,31,12,1960,26,O,597,24,.,.,0
ESP,70,m,16,1,C,31,12,1960,26,O,460,25,.,.,0
ESP,35,m,17,1,C,31,12,1960,25,O,257236,28,.,.,0
ESP,10,m,17,1,E,31,12,1960,25,O,257876,4,.,.,1
ESP,60,m,17,1,C,31,12,1960,26,O,569,24,.,.,0
ESP,70,m,17,1,C,31,12,1960,26,O,568,25,.,.,0
ESP,35,m,18,1,C,31,12,1960,25,O,232527,28,.,.,0
ESP,10,m,18,1,E,31,12,1960,25,O,233105,4,.,.,1
ESP,60,m,18,1,C,31,12,1960,26,O,610,24,.,.,0
ESP,70,m,18,1,C,31,12,1960,26,O,595,25,.,.,0
ESP,35,m,19,1,C,31,12,1960,25,O,205285,28,.,.,0
ESP,10,m,19,1,E,31,12,1960,25,O,205796,4,.,.,1
ESP,60,m,19,1,C,31,12,1960,26,O,602,24,.,.,0
ESP,70,m,19,1,C,31,12,1960,26,O,423,25,.,.,0
ESP,35,m,20,1,C,31,12,1960,25,O,269095,28,.,.,0
ESP,10,m,20,1,E,31,12,1960,25,O,269764,4,.,.,1
ESP,60,m,20,1,C,31,12,1960,26,O,871,24,.,.,0
ESP,70,m,20,1,C,31,12,1960,26,O,590,25,.,.,0
ESP,35,m,21,1,C,31,12,1960,25,O,174448,28,.,.,0
ESP,10,m,21,1,E,31,12,1960,25,O,174882,4,.,.,1
ESP,60,m,21,1,C,31,12,1960,26,O,613,24,.,.,0
ESP,70,m,21,1,C,31,12,1960,26,O,523,25,.,.,0
ESP,35,m,22,1,C,31,12,1960,25,O,262719,28,.,.,0
ESP,10,m,22,1,E,31,12,1960,25,O,263373,4,.,.,1
ESP,60,m,22,1,C,31,12,1960,26,O,4549,24,.,.,0
ESP,70,m,22,1,C,31,12,1960,26,O,10437,25,.,.,0
ESP,35,m,23,1,C,31,12,1960,25,O,211684,28,.,.,0
ESP,10,m,23,1,E,31,12,1960,25,O,212211,4,.,.,1
ESP,60,m,23,1,C,31,12,1960,26,O,647,24,.,.,0
ESP,70,m,23,1,C,31,12,1960,26,O,721,25,.,.,0
ESP,35,m,24,1,C,31,12,1960,25,O,244362,28,.,.,0
ESP,10,m,24,1,E,31,12,1960,25,O,244970,4,.,.,1
ESP,60,m,24,1,C,31,12,1960,26,O,638,24,.,.,0
ESP,70,m,24,1,C,31,12,1960,26,O,834,25,.,.,0
ESP,35,m,25,1,C,31,12,1960,25,O,235170,28,.,.,0
ESP,10,m,25,1,E,31,12,1960,25,O,235755,4,.,.,1
ESP,60,m,25,1,C,31,12,1960,26,O,651,24,.,.,0
ESP,70,m,25,1,C,31,12,1960,26,O,617,25,.,.,0
ESP,35,m,26,1,C,31,12,1960,25,O,236065,28,.,.,0
ESP,10,m,26,1,E,31,12,1960,25,O,236652,4,.,.,1
ESP,60,m,26,1,C,31,12,1960,26,O,560,24,.,.,0
ESP,70,m,26,1,C,31,12,1960,26,O,740,25,.,.,0
ESP,35,m,27,1,C,31,12,1960,25,O,246992,28,.,.,0
ESP,10,m,27,1,E,31,12,1960,25,O,247606,4,.,.,1
ESP,60,m,27,1,C,31,12,1960,26,O,642,24,.,.,0
ESP,70,m,27,1,C,31,12,1960,26,O,599,25,.,.,0
ESP,35,m,28,1,C,31,12,1960,25,O,250009,28,.,.,0
ESP,10,m,28,1,E,31,12,1960,25,O,250631,4,.,.,1
ESP,60,m,28,1,C,31,12,1960,26,O,657,24,.,.,0
ESP,70,m,28,1,C,31,12,1960,26,O,672,25,.,.,0
ESP,35,m,29,1,C,31,12,1960,25,O,234095,28,.,.,0
ESP,10,m,29,1,E,31,12,1960,25,O,234677,4,.,.,1
ESP,60,m,29,1,C,31,12,1960,26,O,569,24,.,.,0
ESP,70,m,29,1,C,31,12,1960,26,O,501,25,.,.,0
ESP,35,m,30,1,C,31,12,1960,25,O,256060,28,.,.,0
ESP,10,m,30,1,E,31,12,1960,25,O,256697,4,.,.,1
ESP,60,m,30,1,C,31,12,1960,26,O,643,24,.,.,0
ESP,70,m,30,1,C,31,12,1960,26,O,627,25,.,.,0
ESP,35,m,31,1,C,31,12,1960,25,O,221444,28,.,.,0
ESP,10,m,31,1,E,31,12,1960,25,O,221995,4,.,.,1
ESP,60,m,31,1,C,31,12,1960,26,O,541,24,.,.,0
ESP,70,m,31,1,C,31,12,1960,26,O,557,25,.,.,0
ESP,35,m,32,1,C,31,12,1960,25,O,234662,28,.,.,0
ESP,10,m,32,1,E,31,12,1960,25,O,235246,4,.,.,1
ESP,60,m,32,1,C,31,12,1960,26,O,621,24,.,.,0
ESP,70,m,32,1,C,31,12,1960,26,O,542,25,.,.,0
ESP,35,m,33,1,C,31,12,1960,25,O,226404,28,.,.,0
ESP,10,m,33,1,E,31,12,1960,25,O,226967,4,.,.,1
ESP,60,m,33,1,C,31,12,1960,26,O,500,24,.,.,0
ESP,70,m,33,1,C,31,12,1960,26,O,452,25,.,.,0
ESP,35,m,34,1,C,31,12,1960,25,O,224416,28,.,.,0
ESP,10,m,34,1,E,31,12,1960,25,O,224974,4,.,.,1
ESP,60,m,34,1,C,31,12,1960,26,O,501,24,.,.,0
ESP,70,m,34,1,C,31,12,1960,26,O,536,25,.,.,0
ESP,35,m,35,1,C,31,12,1960,25,O,217330,28,.,.,0
ESP,10,m,35,1,E,31,12,1960,25,O,217871,4,.,.,1
ESP,60,m,35,1,C,31,12,1960,26,O,579,24,.,.,0
ESP,70,m,35,1,C,31,12,1960,26,O,523,25,.,.,0
ESP,35,m,36,1,C,31,12,1960,25,O,217802,28,.,.,0
ESP,10,m,36,1,E,31,12,1960,25,O,218344,4,.,.,1
ESP,60,m,36,1,C,31,12,1960,26,O,546,24,.,.,0
ESP,70,m,36,1,C,31,12,1960,26,O,453,25,.,.,0
ESP,35,m,37,1,C,31,12,1960,25,O,213556,28,.,.,0
ESP,10,m,37,1,E,31,12,1960,25,O,214087,4,.,.,1
ESP,60,m,37,1,C,31,12,1960,26,O,510,24,.,.,0
ESP,70,m,37,1,C,31,12,1960,26,O,445,25,.,.,0
ESP,35,m,38,1,C,31,12,1960,25,O,216019,28,.,.,0
ESP,10,m,38,1,E,31,12,1960,25,O,216556,4,.,.,1
ESP,60,m,38,1,C,31,12,1960,26,O,523,24,.,.,0
ESP,70,m,38,1,C,31,12,1960,26,O,449,25,.,.,0
ESP,35,m,39,1,C,31,12,1960,25,O,204888,28,.,.,0
ESP,10,m,39,1,E,31,12,1960,25,O,205398,4,.,.,1
ESP,60,m,39,1,C,31,12,1960,26,O,440,24,.,.,0
ESP,70,m,39,1,C,31,12,1960,26,O,456,25,.,.,0
ESP,35,m,40,1,C,31,12,1960,25,O,203038,28,.,.,0
ESP,10,m,40,1,E,31,12,1960,25,O,203543,4,.,.,1
ESP,60,m,40,1,C,31,12,1960,26,O,652,24,.,.,0
ESP,70,m,40,1,C,31,12,1960,26,O,483,25,.,.,0
ESP,35,m,41,1,C,31,12,1960,25,O,162798,28,.,.,0
ESP,10,m,41,1,E,31,12,1960,25,O,163203,4,.,.,1
ESP,60,m,41,1,C,31,12,1960,26,O,505,24,.,.,0
ESP,70,m,41,1,C,31,12,1960,26,O,411,25,.,.,0
ESP,35,m,42,1,C,31,12,1960,25,O,168919,28,.,.,0
ESP,10,m,42,1,E,31,12,1960,25,O,169339,4,.,.,1
ESP,60,m,42,1,C,31,12,1960,26,O,499,24,.,.,0
ESP,70,m,42,1,C,31,12,1960,26,O,355,25,.,.,0
ESP,35,m,43,1,C,31,12,1960,25,O,157365,28,.,.,0
ESP,10,m,43,1,E,31,12,1960,25,O,157756,4,.,.,1
ESP,60,m,43,1,C,31,12,1960,26,O,471,24,.,.,0
ESP,70,m,43,1,C,31,12,1960,26,O,451,25,.,.,0
ESP,35,m,44,1,C,31,12,1960,25,O,157813,28,.,.,0
ESP,10,m,44,1,E,31,12,1960,25,O,158206,4,.,.,1
ESP,60,m,44,1,C,31,12,1960,26,O,398,24,.,.,0
ESP,70,m,44,1,C,31,12,1960,26,O,382,25,.,.,0
ESP,35,m,45,1,C,31,12,1960,25,O,163406,28,.,.,0
ESP,10,m,45,1,E,31,12,1960,25,O,163813,4,.,.,1
ESP,60,m,45,1,C,31,12,1960,26,O,486,24,.,.,0
ESP,70,m,45,1,C,31,12,1960,26,O,426,25,.,.,0
ESP,35,m,46,1,C,31,12,1960,25,O,161445,28,.,.,0
ESP,10,m,46,1,E,31,12,1960,25,O,161847,4,.,.,1
ESP,60,m,46,1,C,31,12,1960,26,O,472,24,.,.,0
ESP,70,m,46,1,C,31,12,1960,26,O,381,25,.,.,0
ESP,35,m,47,1,C,31,12,1960,25,O,160771,28,.,.,0
ESP,70,m,47,1,C,31,12,1960,26,O,399,25,.,.,0
ESP,10,m,47,1,E,31,12,1960,25,O,161171,4,.,.,1
ESP,60,m,47,1,C,31,12,1960,26,O,432,24,.,.,0
ESP,35,m,48,1,C,31,12,1960,25,O,165982,28,.,.,0
ESP,70,m,48,1,C,31,12,1960,26,O,373,25,.,.,0
ESP,10,m,48,1,E,31,12,1960,25,O,166395,4,.,.,1
ESP,60,m,48,1,C,31,12,1960,26,O,441,24,.,.,0
ESP,35,m,49,1,C,31,12,1960,25,O,159313,28,.,.,0
ESP,70,m,49,1,C,31,12,1960,26,O,321,25,.,.,0
ESP,10,m,49,1,E,31,12,1960,25,O,159709,4,.,.,1
ESP,60,m,49,1,C,31,12,1960,26,O,357,24,.,.,0
ESP,35,m,50,1,C,31,12,1960,25,O,170326,28,.,.,0
ESP,70,m,50,1,C,31,12,1960,26,O,318,25,.,.,0
ESP,10,m,50,1,E,31,12,1960,25,O,170750,4,.,.,1
ESP,60,m,50,1,C,31,12,1960,26,O,386,24,.,.,0
ESP,35,m,51,1,C,31,12,1960,25,O,155491,28,.,.,0
ESP,70,m,51,1,C,31,12,1960,26,O,279,25,.,.,0
ESP,10,m,51,1,E,31,12,1960,25,O,155878,4,.,.,1
ESP,60,m,51,1,C,31,12,1960,26,O,395,24,.,.,0
ESP,35,m,52,1,C,31,12,1960,25,O,160962,28,.,.,0
ESP,70,m,52,1,C,31,12,1960,26,O,332,25,.,.,0
ESP,10,m,52,1,E,31,12,1960,25,O,161362,4,.,.,1
ESP,60,m,52,1,C,31,12,1960,26,O,367,24,.,.,0
ESP,35,m,53,1,C,31,12,1960,25,O,153451,28,.,.,0
ESP,70,m,53,1,C,31,12,1960,26,O,276,25,.,.,0
ESP,10,m,53,1,E,31,12,1960,25,O,153833,4,.,.,1
ESP,60,m,53,1,C,31,12,1960,26,O,233,24,.,.,0
ESP,35,m,54,1,C,31,12,1960,25,O,147878,28,.,.,0
ESP,70,m,54,1,C,31,12,1960,26,O,261,25,.,.,0
ESP,10,m,54,1,E,31,12,1960,25,O,148246,4,.,.,1
ESP,60,m,54,1,C,31,12,1960,26,O,348,24,.,.,0
ESP,35,m,55,1,C,31,12,1960,25,O,148307,28,.,.,0
ESP,70,m,55,1,C,31,12,1960,26,O,258,25,.,.,0
ESP,10,m,55,1,E,31,12,1960,25,O,148676,4,.,.,1
ESP,60,m,55,1,C,31,12,1960,26,O,289,24,.,.,0
ESP,35,m,56,1,C,31,12,1960,25,O,139820,28,.,.,0
ESP,70,m,56,1,C,31,12,1960,26,O,198,25,.,.,0
ESP,10,m,56,1,E,31,12,1960,25,O,140168,4,.,.,1
ESP,60,m,56,1,C,31,12,1960,26,O,263,24,.,.,0
ESP,35,m,57,1,C,31,12,1960,25,O,138046,28,.,.,0
ESP,70,m,57,1,C,31,12,1960,26,O,235,25,.,.,0
ESP,10,m,57,1,E,31,12,1960,25,O,138389,4,.,.,1
ESP,60,m,57,1,C,31,12,1960,26,O,297,24,.,.,0
ESP,35,m,58,1,C,31,12,1960,25,O,135174,28,.,.,0
ESP,70,m,58,1,C,31,12,1960,26,O,250,25,.,.,0
ESP,10,m,58,1,E,31,12,1960,25,O,135510,4,.,.,1
ESP,60,m,58,1,C,31,12,1960,26,O,230,24,.,.,0
ESP,35,m,59,1,C,31,12,1960,25,O,126616,28,.,.,0
ESP,70,m,59,1,C,31,12,1960,26,O,239,25,.,.,0
ESP,10,m,59,1,E,31,12,1960,25,O,126931,4,.,.,1
ESP,60,m,59,1,C,31,12,1960,26,O,307,24,.,.,0
ESP,35,m,60,1,C,31,12,1960,25,O,134163,28,.,.,0
ESP,70,m,60,1,C,31,12,1960,26,O,205,25,.,.,0
ESP,10,m,60,1,E,31,12,1960,25,O,134497,4,.,.,1
ESP,60,m,60,1,C,31,12,1960,26,O,279,24,.,.,0
ESP,35,m,61,1,C,31,12,1960,25,O,103704,28,.,.,0
ESP,70,m,61,1,C,31,12,1960,26,O,198,25,.,.,0
ESP,10,m,61,1,E,31,12,1960,25,O,103962,4,.,.,1
ESP,60,m,61,1,C,31,12,1960,26,O,188,24,.,.,0
ESP,35,m,62,1,C,31,12,1960,25,O,104022,28,.,.,0
ESP,70,m,62,1,C,31,12,1960,26,O,175,25,.,.,0
ESP,10,m,62,1,E,31,12,1960,25,O,104281,4,.,.,1
ESP,60,m,62,1,C,31,12,1960,26,O,184,24,.,.,0
ESP,35,m,63,1,C,31,12,1960,25,O,100190,28,.,.,0
ESP,70,m,63,1,C,31,12,1960,26,O,157,25,.,.,0
ESP,10,m,63,1,E,31,12,1960,25,O,100439,4,.,.,1
ESP,60,m,63,1,C,31,12,1960,26,O,159,24,.,.,0
ESP,35,m,64,1,C,31,12,1960,25,O,104602,28,.,.,0
ESP,70,m,64,1,C,31,12,1960,26,O,213,25,.,.,0
ESP,10,m,64,1,E,31,12,1960,25,O,104862,4,.,.,1
ESP,60,m,64,1,C,31,12,1960,26,O,175,24,.,.,0
ESP,35,m,65,1,C,31,12,1960,25,O,99396,28,.,.,0
ESP,70,m,65,1,C,31,12,1960,26,O,138,25,.,.,0
ESP,10,m,65,1,E,31,12,1960,25,O,99643,4,.,.,1
ESP,60,m,65,1,C,31,12,1960,26,O,134,24,.,.,0
ESP,70,m,66,1,C,31,12,1960,26,O,130,25,.,.,0
ESP,10,m,66,1,E,31,12,1960,25,O,87801,4,.,.,1
ESP,35,m,66,1,C,31,12,1960,25,O,87583,28,.,.,0
ESP,60,m,66,1,C,31,12,1960,26,O,132,24,.,.,0
ESP,70,m,67,1,C,31,12,1960,26,O,108,25,.,.,0
ESP,10,m,67,1,E,31,12,1960,25,O,83746,4,.,.,1
ESP,35,m,67,1,C,31,12,1960,25,O,83538,28,.,.,0
ESP,60,m,67,1,C,31,12,1960,26,O,120,24,.,.,0
ESP,70,m,68,1,C,31,12,1960,26,O,164,25,.,.,0
ESP,10,m,68,1,E,31,12,1960,25,O,79841,4,.,.,1
ESP,35,m,68,1,C,31,12,1960,25,O,79643,28,.,.,0
ESP,60,m,68,1,C,31,12,1960,26,O,93,24,.,.,0
ESP,70,m,69,1,C,31,12,1960,26,O,71,25,.,.,0
ESP,10,m,69,1,E,31,12,1960,25,O,66963,4,.,.,1
ESP,35,m,69,1,C,31,12,1960,25,O,66797,28,.,.,0
ESP,60,m,69,1,C,31,12,1960,26,O,105,24,.,.,0
