PopName,Area,Year,YearReg,Month,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
FRACNP,60,1940,1940,6,80,O,33568,.,.,.,1
FRACNP,60,1940,1940,7,80,O,35325,.,.,.,1
FRACNP,60,1940,1940,8,80,O,38937,.,.,.,1
FRACNP,60,1940,1940,9,80,O,43831,.,.,.,1
FRACNP,60,1940,1940,10,80,O,41680,.,.,.,1
FRACNP,60,1940,1940,11,80,O,39452,.,.,.,1
FRACNP,60,1940,1940,12,80,O,48140,.,.,.,1
FRACNP,60,1940,1940,TOT,80,O,559000,.,.,.,1
FRACNP,60,1941,1941,1,80,O,44794,.,.,.,1
FRACNP,60,1941,1941,2,80,O,30756,.,.,.,1
FRACNP,60,1941,1941,3,80,O,29396,.,.,.,1
FRACNP,60,1941,1941,4,80,O,38491,.,.,.,1
FRACNP,60,1941,1941,5,80,O,50945,.,.,.,1
FRACNP,60,1941,1941,6,80,O,49966,.,.,.,1
FRACNP,60,1941,1941,7,80,O,50664,.,.,.,1
FRACNP,60,1941,1941,8,80,O,48281,.,.,.,1
FRACNP,60,1941,1941,9,80,O,45295,.,.,.,1
FRACNP,60,1941,1941,10,80,O,44252,.,.,.,1
FRACNP,60,1941,1941,11,80,O,42632,.,.,.,1
FRACNP,60,1941,1941,12,80,O,44528,.,.,.,1
FRACNP,60,1941,1941,TOT,80,O,520000,.,.,.,1
FRACNP,60,1942,1942,1,80,O,47550,.,.,.,1
FRACNP,60,1942,1942,2,80,O,43033,.,.,.,1
FRACNP,60,1942,1942,3,80,O,49515,.,.,.,1
FRACNP,60,1942,1942,4,80,O,47380,.,.,.,1
FRACNP,60,1942,1942,5,80,O,50280,.,.,.,1
FRACNP,60,1942,1942,6,80,O,48153,.,.,.,1
FRACNP,60,1942,1942,7,80,O,49224,.,.,.,1
FRACNP,60,1942,1942,8,80,O,48710,.,.,.,1
FRACNP,60,1942,1942,9,80,O,48896,.,.,.,1
FRACNP,60,1942,1942,10,80,O,47745,.,.,.,1
FRACNP,60,1942,1942,11,80,O,45125,.,.,.,1
FRACNP,60,1942,1942,12,80,O,47389,.,.,.,1
FRACNP,60,1942,1942,TOT,80,O,573000,.,.,.,1
FRACNP,70,1943,1943,1,80,O,51457,.,.,.,1
FRACNP,70,1943,1943,2,80,O,47550,.,.,.,1
FRACNP,70,1943,1943,3,80,O,54021,.,.,.,1
FRACNP,70,1943,1943,4,80,O,51306,.,.,.,1
FRACNP,70,1943,1943,5,80,O,53601,.,.,.,1
FRACNP,70,1943,1943,6,80,O,50021,.,.,.,1
FRACNP,70,1943,1943,7,80,O,52581,.,.,.,1
FRACNP,70,1943,1943,8,80,O,50895,.,.,.,1
FRACNP,70,1943,1943,9,80,O,50930,.,.,.,1
FRACNP,70,1943,1943,10,80,O,50672,.,.,.,1
FRACNP,70,1943,1943,11,80,O,49375,.,.,.,1
FRACNP,70,1943,1943,12,80,O,50891,.,.,.,1
FRACNP,70,1943,1943,TOT,80,O,613300,.,.,.,1
FRACNP,70,1944,1944,1,80,O,55116,.,.,.,1
FRACNP,70,1944,1944,2,80,O,52967,.,.,.,1
FRACNP,70,1944,1944,3,80,O,56242,.,.,.,1
FRACNP,70,1944,1944,4,80,O,52758,.,.,.,1
FRACNP,70,1944,1944,5,80,O,54591,.,.,.,1
FRACNP,70,1944,1944,6,80,O,50023,.,.,.,1
FRACNP,70,1944,1944,7,80,O,52734,.,.,.,1
FRACNP,70,1944,1944,8,80,O,52121,.,.,.,1
FRACNP,70,1944,1944,9,80,O,50031,.,.,.,1
FRACNP,70,1944,1944,10,80,O,50238,.,.,.,1
FRACNP,70,1944,1944,11,80,O,48195,.,.,.,1
FRACNP,70,1944,1944,12,80,O,52084,.,.,.,1
FRACNP,70,1944,1944,TOT,80,O,627100,.,.,.,1
FRACNP,80,1945,1945,1,80,O,57663,.,.,.,1
FRACNP,80,1945,1945,2,80,O,52847,.,.,.,1
FRACNP,80,1945,1945,3,80,O,56034,.,.,.,1
FRACNP,80,1945,1945,4,80,O,53766,.,.,.,1
FRACNP,80,1945,1945,5,80,O,53843,.,.,.,1
FRACNP,80,1945,1945,6,80,O,51697,.,.,.,1
FRACNP,80,1945,1945,7,80,O,53451,.,.,.,1
FRACNP,80,1945,1945,8,80,O,53084,.,.,.,1
FRACNP,80,1945,1945,9,80,O,51995,.,.,.,1
FRACNP,80,1945,1945,10,80,O,52952,.,.,.,1
FRACNP,80,1945,1945,11,80,O,50860,.,.,.,1
FRACNP,80,1945,1945,12,80,O,55208,.,.,.,1
FRACNP,80,1945,1945,TOT,80,O,643400,.,.,.,1
FRACNP,90,1946,1946,1,132,O,64599,.,.,.,1
FRACNP,90,1946,1946,2,132,O,65702,.,.,.,1
FRACNP,90,1946,1946,3,132,O,78294,.,.,.,1
FRACNP,90,1946,1946,4,132,O,76400,.,.,.,1
FRACNP,90,1946,1946,5,132,O,76636,.,.,.,1
FRACNP,90,1946,1946,6,132,O,71970,.,.,.,1
FRACNP,90,1946,1946,7,132,O,75104,.,.,.,1
FRACNP,90,1946,1946,8,132,O,71297,.,.,.,1
FRACNP,90,1946,1946,9,132,O,68450,.,.,.,1
FRACNP,90,1946,1946,10,132,O,64468,.,.,.,1
FRACNP,90,1946,1946,11,132,O,62949,.,.,.,1
FRACNP,90,1946,1946,12,132,O,68035,.,.,.,1
FRACNP,90,1946,1946,TOT,132,O,843904,.,.,.,1
FRACNP,90,1947,1947,1,132,O,74079,.,.,.,1
FRACNP,90,1947,1947,2,132,O,70065,.,.,.,1
FRACNP,90,1947,1947,3,132,O,78247,.,.,.,1
FRACNP,90,1947,1947,4,132,O,75911,.,.,.,1
FRACNP,90,1947,1947,5,132,O,78953,.,.,.,1
FRACNP,90,1947,1947,6,132,O,74571,.,.,.,1
FRACNP,90,1947,1947,7,132,O,75384,.,.,.,1
FRACNP,90,1947,1947,8,132,O,72383,.,.,.,1
FRACNP,90,1947,1947,9,132,O,70028,.,.,.,1
FRACNP,90,1947,1947,10,132,O,67344,.,.,.,1
FRACNP,90,1947,1947,11,132,O,65189,.,.,.,1
FRACNP,90,1947,1947,12,132,O,68318,.,.,.,1
FRACNP,90,1947,1947,TOT,132,O,870472,.,.,.,1
FRACNP,90,1948,1948,1,132,O,75889,.,.,.,1
FRACNP,90,1948,1948,2,132,O,73285,.,.,.,1
FRACNP,90,1948,1948,3,132,O,78215,.,.,.,1
FRACNP,90,1948,1948,4,132,O,73569,.,.,.,1
FRACNP,90,1948,1948,5,132,O,73476,.,.,.,1
FRACNP,90,1948,1948,6,132,O,71360,.,.,.,1
FRACNP,90,1948,1948,7,132,O,75725,.,.,.,1
FRACNP,90,1948,1948,8,132,O,72155,.,.,.,1
FRACNP,90,1948,1948,9,132,O,70801,.,.,.,1
FRACNP,90,1948,1948,10,132,O,68475,.,.,.,1
FRACNP,90,1948,1948,11,132,O,66781,.,.,.,1
FRACNP,90,1948,1948,12,132,O,71105,.,.,.,1
FRACNP,90,1948,1948,TOT,132,O,870836,.,.,.,1
FRACNP,90,1949,1949,1,132,O,77153,.,.,.,1
FRACNP,90,1949,1949,2,132,O,70292,.,.,.,1
FRACNP,90,1949,1949,3,132,O,78043,.,.,.,1
FRACNP,90,1949,1949,4,132,O,76630,.,.,.,1
FRACNP,90,1949,1949,5,132,O,77381,.,.,.,1
FRACNP,90,1949,1949,6,132,O,73823,.,.,.,1
FRACNP,90,1949,1949,7,132,O,75128,.,.,.,1
FRACNP,90,1949,1949,8,132,O,71895,.,.,.,1
FRACNP,90,1949,1949,9,132,O,68997,.,.,.,1
FRACNP,90,1949,1949,10,132,O,66170,.,.,.,1
FRACNP,90,1949,1949,11,132,O,66084,.,.,.,1
FRACNP,90,1949,1949,12,132,O,71065,.,.,.,1
FRACNP,90,1949,1949,TOT,132,O,872661,.,.,.,1
FRACNP,90,1950,1950,1,132,O,76558,.,.,.,1
FRACNP,90,1950,1950,2,132,O,69607,.,.,.,1
FRACNP,90,1950,1950,3,132,O,78650,.,.,.,1
FRACNP,90,1950,1950,4,132,O,75376,.,.,.,1
FRACNP,90,1950,1950,5,132,O,76436,.,.,.,1
FRACNP,90,1950,1950,6,132,O,72030,.,.,.,1
FRACNP,90,1950,1950,7,132,O,73248,.,.,.,1
FRACNP,90,1950,1950,8,132,O,70728,.,.,.,1
FRACNP,90,1950,1950,9,132,O,68156,.,.,.,1
FRACNP,90,1950,1950,10,132,O,69357,.,.,.,1
FRACNP,90,1950,1950,11,132,O,65008,.,.,.,1
FRACNP,90,1950,1950,12,132,O,67156,.,.,.,1
FRACNP,90,1950,1950,TOT,132,O,862310,.,.,.,1
FRACNP,90,1951,1951,1,132,O,71119,.,.,.,1
FRACNP,90,1951,1951,2,132,O,66113,.,.,.,1
FRACNP,90,1951,1951,3,132,O,72954,.,.,.,1
FRACNP,90,1951,1951,4,132,O,71787,.,.,.,1
FRACNP,90,1951,1951,5,132,O,74698,.,.,.,1
FRACNP,90,1951,1951,6,132,O,70322,.,.,.,1
FRACNP,90,1951,1951,7,132,O,73716,.,.,.,1
FRACNP,90,1951,1951,8,132,O,68929,.,.,.,1
FRACNP,90,1951,1951,9,132,O,66254,.,.,.,1
FRACNP,90,1951,1951,10,132,O,65112,.,.,.,1
FRACNP,90,1951,1951,11,132,O,60226,.,.,.,1
FRACNP,90,1951,1951,12,132,O,65492,.,.,.,1
FRACNP,90,1951,1951,TOT,132,O,826722,.,.,.,1
FRACNP,90,1952,1952,1,132,O,70350,.,.,.,1
FRACNP,90,1952,1952,2,132,O,67033,.,.,.,1
FRACNP,90,1952,1952,3,132,O,73414,.,.,.,1
FRACNP,90,1952,1952,4,132,O,71715,.,.,.,1
FRACNP,90,1952,1952,5,132,O,72814,.,.,.,1
FRACNP,90,1952,1952,6,132,O,68354,.,.,.,1
FRACNP,90,1952,1952,7,132,O,69876,.,.,.,1
FRACNP,90,1952,1952,8,132,O,68979,.,.,.,1
FRACNP,90,1952,1952,9,132,O,66843,.,.,.,1
FRACNP,90,1952,1952,10,132,O,65510,.,.,.,1
FRACNP,90,1952,1952,11,132,O,62940,.,.,.,1
FRACNP,90,1952,1952,12,132,O,64376,.,.,.,1
FRACNP,90,1952,1952,TOT,132,O,822204,.,.,.,1
FRACNP,90,1953,1953,1,132,O,69771,.,.,.,1
FRACNP,90,1953,1953,2,132,O,64564,.,.,.,1
FRACNP,90,1953,1953,3,132,O,71538,.,.,.,1
FRACNP,90,1953,1953,4,132,O,67876,.,.,.,1
FRACNP,90,1953,1953,5,132,O,71645,.,.,.,1
FRACNP,90,1953,1953,6,132,O,67705,.,.,.,1
FRACNP,90,1953,1953,7,132,O,71225,.,.,.,1
FRACNP,90,1953,1953,8,132,O,68549,.,.,.,1
FRACNP,90,1953,1953,9,132,O,65045,.,.,.,1
FRACNP,90,1953,1953,10,132,O,62643,.,.,.,1
FRACNP,90,1953,1953,11,132,O,59440,.,.,.,1
FRACNP,90,1953,1953,12,132,O,64695,.,.,.,1
FRACNP,90,1953,1953,TOT,132,O,804696,.,.,.,1
FRACNP,90,1954,1954,1,132,O,70215,.,.,.,1
FRACNP,90,1954,1954,2,132,O,64826,.,.,.,1
FRACNP,90,1954,1954,3,132,O,70406,.,.,.,1
FRACNP,90,1954,1954,4,132,O,69474,.,.,.,1
FRACNP,90,1954,1954,5,132,O,72752,.,.,.,1
FRACNP,90,1954,1954,6,132,O,66940,.,.,.,1
FRACNP,90,1954,1954,7,132,O,70499,.,.,.,1
FRACNP,90,1954,1954,8,132,O,69177,.,.,.,1
FRACNP,90,1954,1954,9,132,O,65781,.,.,.,1
FRACNP,90,1954,1954,10,132,O,65149,.,.,.,1
FRACNP,90,1954,1954,11,132,O,61497,.,.,.,1
FRACNP,90,1954,1954,12,132,O,64038,.,.,.,1
FRACNP,90,1954,1954,TOT,132,O,810754,.,.,.,1
FRACNP,90,1955,1955,1,132,O,69253,.,.,.,1
FRACNP,90,1955,1955,2,132,O,63330,.,.,.,1
FRACNP,90,1955,1955,3,132,O,71800,.,.,.,1
FRACNP,90,1955,1955,4,132,O,70245,.,.,.,1
FRACNP,90,1955,1955,5,132,O,72035,.,.,.,1
FRACNP,90,1955,1955,6,132,O,67817,.,.,.,1
FRACNP,90,1955,1955,7,132,O,70238,.,.,.,1
FRACNP,90,1955,1955,8,132,O,67434,.,.,.,1
FRACNP,90,1955,1955,9,132,O,63842,.,.,.,1
FRACNP,90,1955,1955,10,132,O,64480,.,.,.,1
FRACNP,90,1955,1955,11,132,O,60667,.,.,.,1
FRACNP,90,1955,1955,12,132,O,64776,.,.,.,1
FRACNP,90,1955,1955,TOT,132,O,805917,.,.,.,1
FRACNP,90,1956,1956,1,132,O,68254,.,.,.,1
FRACNP,90,1956,1956,2,132,O,66290,.,.,.,1
FRACNP,90,1956,1956,3,132,O,71586,.,.,.,1
FRACNP,90,1956,1956,4,132,O,68117,.,.,.,1
FRACNP,90,1956,1956,5,132,O,72508,.,.,.,1
FRACNP,90,1956,1956,6,132,O,66428,.,.,.,1
FRACNP,90,1956,1956,7,132,O,70485,.,.,.,1
FRACNP,90,1956,1956,8,132,O,67844,.,.,.,1
FRACNP,90,1956,1956,9,132,O,65080,.,.,.,1
FRACNP,90,1956,1956,10,132,O,63857,.,.,.,1
FRACNP,90,1956,1956,11,132,O,61108,.,.,.,1
FRACNP,90,1956,1956,12,132,O,65359,.,.,.,1
FRACNP,90,1956,1956,TOT,132,O,806916,.,.,.,1
FRACNP,90,1957,1957,1,132,O,71369,.,.,.,1
FRACNP,90,1957,1957,2,132,O,65515,.,.,.,1
FRACNP,90,1957,1957,3,132,O,71804,.,.,.,1
FRACNP,90,1957,1957,4,132,O,68475,.,.,.,1
FRACNP,90,1957,1957,5,132,O,70838,.,.,.,1
FRACNP,90,1957,1957,6,132,O,66762,.,.,.,1
FRACNP,90,1957,1957,7,132,O,67841,.,.,.,1
FRACNP,90,1957,1957,8,132,O,68944,.,.,.,1
FRACNP,90,1957,1957,9,132,O,67702,.,.,.,1
FRACNP,90,1957,1957,10,132,O,67028,.,.,.,1
FRACNP,90,1957,1957,11,132,O,63662,.,.,.,1
FRACNP,90,1957,1957,12,132,O,66527,.,.,.,1
FRACNP,90,1957,1957,TOT,132,O,816467,.,.,.,1
FRACNP,90,1958,1958,1,132,O,70099,.,.,.,1
FRACNP,90,1958,1958,2,132,O,64465,.,.,.,1
FRACNP,90,1958,1958,3,132,O,71624,.,.,.,1
FRACNP,90,1958,1958,4,132,O,67376,.,.,.,1
FRACNP,90,1958,1958,5,132,O,72090,.,.,.,1
FRACNP,90,1958,1958,6,132,O,67490,.,.,.,1
FRACNP,90,1958,1958,7,132,O,66214,.,.,.,1
FRACNP,90,1958,1958,8,132,O,64077,.,.,.,1
FRACNP,90,1958,1958,9,132,O,65906,.,.,.,1
FRACNP,90,1958,1958,10,132,O,68382,.,.,.,1
FRACNP,90,1958,1958,11,132,O,65673,.,.,.,1
FRACNP,90,1958,1958,12,132,O,68819,.,.,.,1
FRACNP,90,1958,1958,TOT,132,O,812215,.,.,.,1
FRACNP,90,1959,1959,1,132,O,72025,.,.,.,1
FRACNP,90,1959,1959,2,132,O,65815,.,.,.,1
FRACNP,90,1959,1959,3,132,O,72821,.,.,.,1
FRACNP,90,1959,1959,4,132,O,71319,.,.,.,1
FRACNP,90,1959,1959,5,132,O,73465,.,.,.,1
FRACNP,90,1959,1959,6,132,O,67763,.,.,.,1
FRACNP,90,1959,1959,7,132,O,71150,.,.,.,1
FRACNP,90,1959,1959,8,132,O,69936,.,.,.,1
FRACNP,90,1959,1959,9,132,O,67738,.,.,.,1
FRACNP,90,1959,1959,10,132,O,67418,.,.,.,1
FRACNP,90,1959,1959,11,132,O,63852,.,.,.,1
FRACNP,90,1959,1959,12,132,O,65947,.,.,.,1
FRACNP,90,1959,1959,TOT,132,O,829249,.,.,.,1
FRACNP,90,1960,1960,1,132,O,67989,.,.,.,1
FRACNP,90,1960,1960,2,132,O,65972,.,.,.,1
FRACNP,90,1960,1960,3,132,O,70716,.,.,.,1
FRACNP,90,1960,1960,4,132,O,68782,.,.,.,1
FRACNP,90,1960,1960,5,132,O,73283,.,.,.,1
FRACNP,90,1960,1960,6,132,O,68962,.,.,.,1
FRACNP,90,1960,1960,7,132,O,71881,.,.,.,1
FRACNP,90,1960,1960,8,132,O,69943,.,.,.,1
FRACNP,90,1960,1960,9,132,O,68155,.,.,.,1
FRACNP,90,1960,1960,10,132,O,66044,.,.,.,1
FRACNP,90,1960,1960,11,132,O,61853,.,.,.,1
FRACNP,90,1960,1960,12,132,O,66239,.,.,.,1
FRACNP,90,1960,1960,TOT,132,O,819819,.,.,.,1
FRACNP,90,1961,1961,1,132,O,71757,.,.,.,1
FRACNP,90,1961,1961,2,132,O,65868,.,.,.,1
FRACNP,90,1961,1961,3,132,O,73187,.,.,.,1
FRACNP,90,1961,1961,4,132,O,72534,.,.,.,1
FRACNP,90,1961,1961,5,132,O,75404,.,.,.,1
FRACNP,90,1961,1961,6,132,O,69854,.,.,.,1
FRACNP,90,1961,1961,7,132,O,71599,.,.,.,1
FRACNP,90,1961,1961,8,132,O,69759,.,.,.,1
FRACNP,90,1961,1961,9,132,O,67467,.,.,.,1
FRACNP,90,1961,1961,10,132,O,68105,.,.,.,1
FRACNP,90,1961,1961,11,132,O,65012,.,.,.,1
FRACNP,90,1961,1961,12,132,O,68087,.,.,.,1
FRACNP,90,1961,1961,TOT,132,O,838633,.,.,.,1
FRACNP,90,1962,1962,1,132,O,69537,.,.,.,1
FRACNP,90,1962,1962,2,132,O,64691,.,.,.,1
FRACNP,90,1962,1962,3,132,O,72649,.,.,.,1
FRACNP,90,1962,1962,4,132,O,70128,.,.,.,1
FRACNP,90,1962,1962,5,132,O,74505,.,.,.,1
FRACNP,90,1962,1962,6,132,O,68454,.,.,.,1
FRACNP,90,1962,1962,7,132,O,70869,.,.,.,1
FRACNP,90,1962,1962,8,132,O,71174,.,.,.,1
FRACNP,90,1962,1962,9,132,O,68833,.,.,.,1
FRACNP,90,1962,1962,10,132,O,68706,.,.,.,1
FRACNP,90,1962,1962,11,132,O,65587,.,.,.,1
FRACNP,90,1962,1962,12,132,O,67220,.,.,.,1
FRACNP,90,1962,1962,TOT,132,O,832353,.,.,.,1
FRACNP,90,1963,1963,1,132,O,71604,.,.,.,1
FRACNP,90,1963,1963,2,132,O,67690,.,.,.,1
FRACNP,90,1963,1963,3,132,O,77533,.,.,.,1
FRACNP,90,1963,1963,4,132,O,74497,.,.,.,1
FRACNP,90,1963,1963,5,132,O,77888,.,.,.,1
FRACNP,90,1963,1963,6,132,O,72129,.,.,.,1
FRACNP,90,1963,1963,7,132,O,76085,.,.,.,1
FRACNP,90,1963,1963,8,132,O,72671,.,.,.,1
FRACNP,90,1963,1963,9,132,O,72333,.,.,.,1
FRACNP,90,1963,1963,10,132,O,70966,.,.,.,1
FRACNP,90,1963,1963,11,132,O,66474,.,.,.,1
FRACNP,90,1963,1963,12,132,O,69006,.,.,.,1
FRACNP,90,1963,1963,TOT,132,O,868876,.,.,.,1
FRACNP,90,1964,1964,1,132,O,73217,.,.,.,1
FRACNP,90,1964,1964,2,132,O,71534,.,.,.,1
FRACNP,90,1964,1964,3,132,O,76540,.,.,.,1
FRACNP,90,1964,1964,4,132,O,75562,.,.,.,1
FRACNP,90,1964,1964,5,132,O,78223,.,.,.,1
FRACNP,90,1964,1964,6,132,O,73946,.,.,.,1
FRACNP,90,1964,1964,7,132,O,76073,.,.,.,1
FRACNP,90,1964,1964,8,132,O,71523,.,.,.,1
FRACNP,90,1964,1964,9,132,O,72881,.,.,.,1
FRACNP,90,1964,1964,10,132,O,71449,.,.,.,1
FRACNP,90,1964,1964,11,132,O,66762,.,.,.,1
FRACNP,90,1964,1964,12,132,O,70094,.,.,.,1
FRACNP,90,1964,1964,TOT,132,O,877804,.,.,.,1
FRACNP,90,1965,1965,1,132,O,74738,.,.,.,1
FRACNP,90,1965,1965,2,132,O,67592,.,.,.,1
FRACNP,90,1965,1965,3,132,O,75381,.,.,.,1
FRACNP,90,1965,1965,4,132,O,74441,.,.,.,1
FRACNP,90,1965,1965,5,132,O,77581,.,.,.,1
FRACNP,90,1965,1965,6,132,O,73132,.,.,.,1
FRACNP,90,1965,1965,7,132,O,74822,.,.,.,1
FRACNP,90,1965,1965,8,132,O,72935,.,.,.,1
FRACNP,90,1965,1965,9,132,O,71391,.,.,.,1
FRACNP,90,1965,1965,10,132,O,70156,.,.,.,1
FRACNP,90,1965,1965,11,132,O,65869,.,.,.,1
FRACNP,90,1965,1965,12,132,O,67650,.,.,.,1
FRACNP,90,1965,1965,TOT,132,O,865688,.,.,.,1
FRACNP,90,1966,1966,1,132,O,73014,.,.,.,1
FRACNP,90,1966,1966,2,132,O,67416,.,.,.,1
FRACNP,90,1966,1966,3,132,O,76288,.,.,.,1
FRACNP,90,1966,1966,4,132,O,75285,.,.,.,1
FRACNP,90,1966,1966,5,132,O,79080,.,.,.,1
FRACNP,90,1966,1966,6,132,O,74129,.,.,.,1
FRACNP,90,1966,1966,7,132,O,74381,.,.,.,1
FRACNP,90,1966,1966,8,132,O,72037,.,.,.,1
FRACNP,90,1966,1966,9,132,O,69571,.,.,.,1
FRACNP,90,1966,1966,10,132,O,69098,.,.,.,1
FRACNP,90,1966,1966,11,132,O,65060,.,.,.,1
FRACNP,90,1966,1966,12,132,O,68168,.,.,.,1
FRACNP,90,1966,1966,TOT,132,O,863527,.,.,.,1
FRACNP,90,1967,1967,1,132,O,70023,.,.,.,1
FRACNP,90,1967,1967,2,132,O,65089,.,.,.,1
FRACNP,90,1967,1967,3,132,O,72445,.,.,.,1
FRACNP,90,1967,1967,4,132,O,73777,.,.,.,1
FRACNP,90,1967,1967,5,132,O,77684,.,.,.,1
FRACNP,90,1967,1967,6,132,O,71045,.,.,.,1
FRACNP,90,1967,1967,7,132,O,72277,.,.,.,1
FRACNP,90,1967,1967,8,132,O,70013,.,.,.,1
FRACNP,90,1967,1967,9,132,O,68689,.,.,.,1
FRACNP,90,1967,1967,10,132,O,68208,.,.,.,1
FRACNP,90,1967,1967,11,132,O,63712,.,.,.,1
FRACNP,90,1967,1967,12,132,O,67606,.,.,.,1
FRACNP,90,1967,1967,TOT,132,O,840568,.,.,.,1
FRACNP,90,1968,1968,1,132,O,70409,.,.,.,1
FRACNP,90,1968,1968,2,132,O,67077,.,.,.,1
FRACNP,90,1968,1968,3,132,O,73703,.,.,.,1
FRACNP,90,1968,1968,4,132,O,71719,.,.,.,1
FRACNP,90,1968,1968,5,132,O,75317,.,.,.,1
FRACNP,90,1968,1968,6,132,O,70355,.,.,.,1
FRACNP,90,1968,1968,7,132,O,71544,.,.,.,1
FRACNP,90,1968,1968,8,132,O,69027,.,.,.,1
FRACNP,90,1968,1968,9,132,O,69193,.,.,.,1
FRACNP,90,1968,1968,10,132,O,67673,.,.,.,1
FRACNP,90,1968,1968,11,132,O,63496,.,.,.,1
FRACNP,90,1968,1968,12,132,O,66283,.,.,.,1
FRACNP,90,1968,1968,TOT,132,O,835796,.,.,.,1
FRACNP,90,1969,1969,1,132,O,70318,.,.,.,1
FRACNP,90,1969,1969,2,132,O,66375,.,.,.,1
FRACNP,90,1969,1969,3,132,O,74871,.,.,.,1
FRACNP,90,1969,1969,4,132,O,72018,.,.,.,1
FRACNP,90,1969,1969,5,132,O,76896,.,.,.,1
FRACNP,90,1969,1969,6,132,O,70852,.,.,.,1
FRACNP,90,1969,1969,7,132,O,72358,.,.,.,1
FRACNP,90,1969,1969,8,132,O,67686,.,.,.,1
FRACNP,90,1969,1969,9,132,O,68587,.,.,.,1
FRACNP,90,1969,1969,10,132,O,68777,.,.,.,1
FRACNP,90,1969,1969,11,132,O,64710,.,.,.,1
FRACNP,90,1969,1969,12,132,O,68797,.,.,.,1
FRACNP,90,1969,1969,TOT,132,O,842245,.,.,.,1
FRACNP,90,1970,1970,1,132,O,69153,.,.,.,1
FRACNP,90,1970,1970,2,132,O,64082,.,.,.,1
FRACNP,90,1970,1970,3,132,O,73471,.,.,.,1
FRACNP,90,1970,1970,4,132,O,73170,.,.,.,1
FRACNP,90,1970,1970,5,132,O,77009,.,.,.,1
FRACNP,90,1970,1970,6,132,O,73159,.,.,.,1
FRACNP,90,1970,1970,7,132,O,74267,.,.,.,1
FRACNP,90,1970,1970,8,132,O,68980,.,.,.,1
FRACNP,90,1970,1970,9,132,O,66217,.,.,.,1
FRACNP,90,1970,1970,10,132,O,67915,.,.,.,1
FRACNP,90,1970,1970,11,132,O,68842,.,.,.,1
FRACNP,90,1970,1970,12,132,O,74116,.,.,.,1
FRACNP,90,1970,1970,TOT,132,O,850381,.,.,.,1
FRACNP,90,1971,1971,1,132,O,73928,.,.,.,1
FRACNP,90,1971,1971,2,132,O,67670,.,.,.,1
FRACNP,90,1971,1971,3,132,O,76069,.,.,.,1
FRACNP,90,1971,1971,4,132,O,77515,.,.,.,1
FRACNP,90,1971,1971,5,132,O,81159,.,.,.,1
FRACNP,90,1971,1971,6,132,O,74870,.,.,.,1
FRACNP,90,1971,1971,7,132,O,76073,.,.,.,1
FRACNP,90,1971,1971,8,132,O,72280,.,.,.,1
FRACNP,90,1971,1971,9,132,O,71927,.,.,.,1
FRACNP,90,1971,1971,10,132,O,71304,.,.,.,1
FRACNP,90,1971,1971,11,132,O,67738,.,.,.,1
FRACNP,90,1971,1971,12,132,O,70751,.,.,.,1
FRACNP,90,1971,1971,TOT,132,O,881284,.,.,.,1
FRACNP,90,1972,1972,1,132,O,73345,.,.,.,1
FRACNP,90,1972,1972,2,132,O,69083,.,.,.,1
FRACNP,90,1972,1972,3,132,O,76074,.,.,.,1
FRACNP,90,1972,1972,4,132,O,75391,.,.,.,1
FRACNP,90,1972,1972,5,132,O,79743,.,.,.,1
FRACNP,90,1972,1972,6,132,O,75698,.,.,.,1
FRACNP,90,1972,1972,7,132,O,76199,.,.,.,1
FRACNP,90,1972,1972,8,132,O,72082,.,.,.,1
FRACNP,90,1972,1972,9,132,O,69937,.,.,.,1
FRACNP,90,1972,1972,10,132,O,69873,.,.,.,1
FRACNP,90,1972,1972,11,132,O,67481,.,.,.,1
FRACNP,90,1972,1972,12,132,O,72600,.,.,.,1
FRACNP,90,1972,1972,TOT,132,O,877506,.,.,.,1
FRACNP,90,1973,1973,1,132,O,72896,.,.,.,1
FRACNP,90,1973,1973,2,132,O,66306,.,.,.,1
FRACNP,90,1973,1973,3,132,O,76204,.,.,.,1
FRACNP,90,1973,1973,4,132,O,76926,.,.,.,1
FRACNP,90,1973,1973,5,132,O,80855,.,.,.,1
FRACNP,90,1973,1973,6,132,O,74712,.,.,.,1
FRACNP,90,1973,1973,7,132,O,74848,.,.,.,1
FRACNP,90,1973,1973,8,132,O,69954,.,.,.,1
FRACNP,90,1973,1973,9,132,O,66696,.,.,.,1
FRACNP,90,1973,1973,10,132,O,66171,.,.,.,1
FRACNP,90,1973,1973,11,132,O,64342,.,.,.,1
FRACNP,90,1973,1973,12,132,O,67276,.,.,.,1
FRACNP,90,1973,1973,TOT,132,O,857186,.,.,.,1
FRACNP,90,1974,1974,1,132,O,68209,.,.,.,1
FRACNP,90,1974,1974,2,132,O,60724,.,.,.,1
FRACNP,90,1974,1974,3,132,O,69374,.,.,.,1
FRACNP,90,1974,1974,4,132,O,69910,.,.,.,1
FRACNP,90,1974,1974,5,132,O,73930,.,.,.,1
FRACNP,90,1974,1974,6,132,O,66978,.,.,.,1
FRACNP,90,1974,1974,7,132,O,70276,.,.,.,1
FRACNP,90,1974,1974,8,132,O,67548,.,.,.,1
FRACNP,90,1974,1974,9,132,O,65449,.,.,.,1
FRACNP,90,1974,1974,10,132,O,65166,.,.,.,1
